facility_id,drg_code,total_discharges,avg_submitted_charges,avg_total_payment,avg_medicare_payment,state,state_drg_avg,pct_of_state_avg
100173,291,113,67225.017699,9531.9292035,8659.9911504,FL,10215.074827487653,93.31237768176321
100175,291,19,22820.315789,12180.315789,11169.789474,FL,10215.074827487653,119.23863500465114
100176,291,113,102749.0531,7973.1858407,7085.079646,FL,10215.074827487653,78.05313201666448
100177,291,81,49306.679012,9654.4074074,8310.962963,FL,10215.074827487653,94.51137236333346
100179,291,112,85837.348214,9467.3392857,8445.4107143,FL,10215.074827487653,92.68007768503487
100180,291,23,126836.82609,11055.26087,9564.2608696,FL,10215.074827487653,108.22496219265567
100181,291,25,91775.0,27007.6,16462.8,FL,10215.074827487653,264.3896442865547
100183,291,18,94772.833333,9880.2777778,8571.6111111,FL,10215.074827487653,96.72251985088988
100187,291,43,74030.162791,12012.465116,9612.0697674,FL,10215.074827487653,117.59546864674711
100189,291,83,105195.12048,10462.843373,8591.4337349,FL,10215.074827487653,102.42551865450488
100191,291,70,109331.85714,10928.4,8943.4428571,FL,10215.074827487653,106.98306360510317
100200,291,44,40547.272727,10625.977273,9202.3863636,FL,10215.074827487653,104.02251038246587
100204,291,285,97875.589474,10401.733333,8639.2140351,FL,10215.074827487653,101.82728475967761
100206,291,51,90526.058824,9910.5686275,8804.2156863,FL,10215.074827487653,97.01905071543618
100209,291,50,107512.6,12466.2,11250.56,FL,10215.074827487653,122.03728519398425
100211,291,51,62344.568627,8808.8235294,8071.5686275,FL,10215.074827487653,86.23356831118276
100212,291,359,64988.818942,9600.9777159,8366.6044568,FL,10215.074827487653,93.98832488299367
100213,291,83,96140.072289,10391.26506,8608.0963855,FL,10215.074827487653,101.72480608794207
100217,291,71,62334.704225,7972.6478873,6869.6619718,FL,10215.074827487653,78.04786574687121
100220,291,484,51563.57438,8739.6198347,7434.8966942,FL,10215.074827487653,85.55610196004278
100223,291,159,104174.93711,9394.2201258,7956.6477987,FL,10215.074827487653,91.96428106939733
100224,291,59,113755.72881,9456.0508475,8626.0169492,FL,10215.074827487653,92.56957004421345
100226,291,130,131938.2,11160.392308,9599.2615385,FL,10215.074827487653,109.25414151611108
100228,291,113,103614.46903,9617.6725664,8067.8141593,FL,10215.074827487653,94.15175834561576
100230,291,52,95285.769231,12188.230769,11146.326923,FL,10215.074827487653,119.31611833329696
100231,291,148,67312.418919,8278.3783784,7117.1081081,FL,10215.074827487653,81.04080017234712
100232,291,143,50437.006993,8646.6013986,7669.3846154,FL,10215.074827487653,84.64550230540591
100236,291,134,110082.24627,7984.8059701,7030.238806,FL,10215.074827487653,78.16688673306393
100238,291,83,115626.08434,10564.313253,8255.9759036,FL,10215.074827487653,103.41885332618988
100242,291,130,80262.830769,9044.5076923,7834.4076923,FL,10215.074827487653,88.54078746405474
100243,291,130,99296.046154,11707.746154,9952.8692308,FL,10215.074827487653,114.61243653835733
100244,291,299,45900.541806,8799.638796,7526.916388,FL,10215.074827487653,86.14365479067398
100246,291,147,95084.809524,9784.2585034,8464.7959184,FL,10215.074827487653,95.78254362926081
100248,291,92,87279.521739,10908.293478,9651.9673913,FL,10215.074827487653,106.78623174298214
100249,291,83,59372.518072,8480.2650602,7607.9759036,FL,10215.074827487653,83.01716045564865
100252,291,57,63501.385965,10248.105263,8735.9824561,FL,10215.074827487653,100.32334991245943
100253,291,207,37131.555556,7884.0869565,6921.7729469,FL,10215.074827487653,77.1809026330848
100254,291,108,74146.37037,10211.731481,7747.0,FL,10215.074827487653,99.96727046503217
100256,291,98,94096.510204,10468.061224,9395.4489796,FL,10215.074827487653,102.4765985642277
100258,291,270,99571.355556,7922.3925926,6793.6296296,FL,10215.074827487653,77.55589387638851
100259,291,81,102853.76543,7835.1604938,6882.0740741,FL,10215.074827487653,76.70193930167244
100260,291,140,86907.692857,10323.65,7760.75,FL,10215.074827487653,101.0628916023227
100264,291,178,100069.53371,9981.5898876,8718.7752809,FL,10215.074827487653,97.71431003853863
100265,291,284,43545.0,8655.1690141,7412.721831,FL,10215.074827487653,84.72937457892998
100266,291,99,38089.222222,10391.444444,9309.0606061,FL,10215.074827487653,101.72656215926834
100267,291,68,78470.191176,7928.4411765,6658.5,FL,10215.074827487653,77.61510620720496
100268,291,79,96817.78481,8527.1518987,7515.721519,FL,10215.074827487653,83.47615698080217
100269,291,60,79451.133333,9911.5166667,8111.5833333,FL,10215.074827487653,97.02833150109863
100275,291,99,120217.41414,9849.8686869,8508.3030303,FL,10215.074827487653,96.42483146961466
100276,291,71,50363.352113,11668.507042,10583.112676,FL,10215.074827487653,114.22830707613927
100281,291,177,127667.51412,13741.514124,11096.463277,FL,10215.074827487653,134.5219135059401
100284,291,17,45126.235294,10068.0,8286.7647059,FL,10215.074827487653,98.56021781561608
100285,291,61,104030.62295,13062.557377,11874.0,FL,10215.074827487653,127.87529800418183
100286,291,302,82757.476821,8193.3443709,6939.5695364,FL,10215.074827487653,80.20836371019627
100287,291,85,106624.68235,9187.2235294,8003.2941176,FL,10215.074827487653,89.93789751474146
100288,291,25,110238.84,12079.96,9648.96,FL,10215.074827487653,118.25620667500294
100289,291,138,32058.833333,9454.3695652,7401.0434783,FL,10215.074827487653,92.55311120932099
100290,291,323,46633.826625,8227.8513932,7178.9783282,FL,10215.074827487653,80.54616860034885
100291,291,26,48888.307692,8012.9230769,6968.4615385,FL,10215.074827487653,78.44213784257455
100292,291,88,32913.159091,8902.3295455,7903.3295455,FL,10215.074827487653,87.14894110755608
100296,291,61,81142.606557,10651.245902,8567.1803279,FL,10215.074827487653,104.26987645101393
100299,291,104,81698.105769,8053.4903846,6831.3269231,FL,10215.074827487653,78.83926961483371
100302,291,76,69455.144737,8668.8157895,7848.9210526,FL,10215.074827487653,84.8629690521029
100307,291,63,37502.904762,8894.7777778,8082.7777778,FL,10215.074827487653,87.0750134288309
100313,291,15,21983.066667,12831.8,11765.133333,FL,10215.074827487653,125.6163093927714
100314,291,112,81020.776786,12254.482143,10647.794643,FL,10215.074827487653,119.96468307823378
100315,291,111,41698.414414,7529.3423423,6510.3153153,FL,10215.074827487653,73.70814672878716
100316,291,101,47774.356436,9361.4059406,8251.6138614,FL,10215.074827487653,91.6430481293145
100319,291,103,58668.067961,9306.8932039,7576.4563107,FL,10215.074827487653,91.10939822835329
100320,291,32,97055.625,9997.8125,8999.1875,FL,10215.074827487653,97.87312054824088
100321,291,130,36922.7,8537.8461538,7362.7769231,FL,10215.074827487653,83.58084789379697
100329,291,38,55756.763158,9954.0,8029.2894737,FL,10215.074827487653,97.44422011686954
100350,291,19,84690.947368,7693.8947368,6851.7894737,FL,10215.074827487653,75.3190247426927
100359,291,236,42082.262712,7998.470339,6948.2966102,FL,10215.074827487653,78.30065343698695
100360,291,18,97820.944444,7961.8333333,6961.8333333,FL,10215.074827487653,77.94199717338903
100361,291,22,30423.409091,6789.2727273,5916.5454545,FL,10215.074827487653,66.46326964762711
100362,291,16,38378.1875,12129.3125,6002.0625,FL,10215.074827487653,118.73934067875199
100363,291,30,46879.533333,7790.2,5640.8,FL,10215.074827487653,76.26180063838025
110001,291,171,56102.701754,11532.54386,9576.8070175,GA,11188.33956001125,103.07645560936483
110002,291,26,36809.961538,10329.346154,9407.9615385,GA,11188.33956001125,92.32242280989203
110003,291,65,55957.230769,8953.0769231,8112.9230769,GA,11188.33956001125,80.02149805230792
110005,291,243,72367.728395,11441.152263,9269.8888889,GA,11188.33956001125,102.25960877959352
110006,291,82,27261.036585,11582.634146,8715.1829268,GA,11188.33956001125,103.52415641189525
110007,291,195,34015.374359,12937.174359,10728.282051,GA,11188.33956001125,115.63086988563825
110008,291,187,66137.390374,10537.540107,9280.0053476,GA,11188.33956001125,94.18323470144487
110010,291,193,46632.041451,17504.637306,10538.699482,GA,11188.33956001125,156.45429075610213
110011,291,137,39676.364964,10237.510949,8530.7591241,GA,11188.33956001125,91.50161106649239
110015,291,52,39205.423077,11896.942308,10905.461538,GA,11188.33956001125,106.33340402468117
110016,291,112,68676.133929,10532.6875,9461.2410714,GA,11188.33956001125,94.13986269817332
110018,291,94,43292.287234,10097.042553,9051.0531915,GA,11188.33956001125,90.24612185608215
110023,291,43,65837.930233,10396.860465,8387.5348837,GA,11188.33956001125,92.92585740032318
110024,291,73,47064.123288,10935.287671,9653.6164384,GA,11188.33956001125,97.73825340521756
110025,291,223,31550.443946,11604.672646,10317.165919,GA,11188.33956001125,103.72113380860182
110027,291,19,18042.105263,10127.684211,8864.5263158,GA,11188.33956001125,90.51999321863462
110028,291,360,32730.016667,9096.1611111,7614.1166667,GA,11188.33956001125,81.30036688921206
110029,291,464,48886.482759,11071.69181,9163.0021552,GA,11188.33956001125,98.95741678749037
110030,291,92,88899.271739,10180.521739,8346.2934783,GA,11188.33956001125,90.99224853155746
110031,291,96,72658.15625,10949.447917,9215.25,GA,11188.33956001125,97.86481593868419
110034,291,112,68273.169643,20219.125,14419.392857,GA,11188.33956001125,180.71604719851447
110035,291,420,85966.447619,14114.652381,10898.178571,GA,11188.33956001125,126.15502331952648
110036,291,197,38391.040609,10830.319797,8539.2791878,GA,11188.33956001125,96.80006348492617
110038,291,89,33438.741573,10151.460674,8930.2134831,GA,11188.33956001125,90.73250431442744
110041,291,13,31444.846154,9783.2307692,8429.3846154,GA,11188.33956001125,87.44131081046812
110042,291,234,70437.478632,9404.9188034,7848.7136752,GA,11188.33956001125,84.06000508792694
110043,291,145,33551.027586,7878.4137931,6560.062069,GA,11188.33956001125,70.41629145095483
110044,291,33,27795.212121,10692.727273,9771.5151515,GA,11188.33956001125,95.57027846399441
110045,291,21,34112.952381,11365.380952,10222.52381,GA,11188.33956001125,101.58237414085572
110046,291,103,48237.135922,9926.0,8709.3495146,GA,11188.33956001125,88.71736459873782
110050,291,25,46648.64,9386.8,8300.56,GA,11188.33956001125,83.89806145631997
110051,291,77,21843.818182,9054.2987013,8093.2597403,GA,11188.33956001125,80.92620583005345
110054,291,150,47132.493333,12220.48,9754.3533333,GA,11188.33956001125,109.22514403904731
110064,291,103,38190.106796,11125.126214,9341.1165049,GA,11188.33956001125,99.43500690453493
110069,291,181,24675.756906,9510.9668508,8237.3480663,GA,11188.33956001125,85.0078494649338
110074,291,345,44586.428986,11155.22029,9137.6724638,GA,11188.33956001125,99.70398404666207
110075,291,54,44201.166667,9270.6296296,7891.8703704,GA,11188.33956001125,82.85974500393763
110076,291,128,44777.367188,11466.015625,9827.4140625,GA,11188.33956001125,102.48183444468563
110078,291,204,52845.946078,12851.029412,10146.529412,GA,11188.33956001125,114.86091696690583
110079,291,116,66812.37931,25701.491379,21308.215517,GA,11188.33956001125,229.7167621803405
110082,291,239,40673.213389,9036.7949791,7406.5271967,GA,11188.33956001125,80.76975971840197
110083,291,322,51610.124224,12917.291925,7216.4068323,GA,11188.33956001125,115.45316314109981
110086,291,12,11434.5,11966.333333,10899.666667,GA,11188.33956001125,106.95361245353521
110087,291,227,67005.867841,13700.638767,11460.920705,GA,11188.33956001125,122.45462066568011
110089,291,52,36078.423077,9226.5769231,8472.7307692,GA,11188.33956001125,82.4660073428333
110091,291,105,53290.942857,11323.752381,9377.7619048,GA,11188.33956001125,101.21030310407038
110092,291,11,18399.727273,11660.0,8740.9090909,GA,11188.33956001125,104.21564287943612
110095,291,98,30056.714286,10260.397959,9130.5918367,GA,11188.33956001125,91.70617234099822
110104,291,23,19376.086957,9953.3478261,8981.3478261,GA,11188.33956001125,88.96179609774009
110105,291,85,26589.247059,10141.564706,8796.7882353,GA,11188.33956001125,90.64405537214319
110107,291,215,56247.734884,11923.511628,9671.9674419,GA,11188.33956001125,106.57087733211424
110109,291,21,21072.428571,11484.761905,10191.619048,GA,11188.33956001125,102.64938638480552
110111,291,13,21043.307692,14742.692308,12840.076923,GA,11188.33956001125,131.76836677975453
110122,291,191,29196.52356,9561.8691099,8362.3089005,GA,11188.33956001125,85.46280758295457
110125,291,73,77637.849315,8915.7808219,7957.4794521,GA,11188.33956001125,79.68815009660857
110128,291,56,29051.089286,10211.142857,9141.375,GA,11188.33956001125,91.26593631012155
110129,291,140,37993.978571,8995.1142857,7421.2357143,GA,11188.33956001125,80.39722281802962
110132,291,11,24694.454545,10611.090909,9592.9090909,GA,11188.33956001125,94.84062270442325
110135,291,12,16804.916667,10397.833333,9464.5,,,
110143,291,155,80515.696774,13313.716129,11075.774194,GA,11188.33956001125,118.99635381629956
110146,291,23,18434.478261,15313.043478,14408.695652,GA,11188.33956001125,136.86609524018237
110150,291,42,26402.238095,9622.2380952,8518.5238095,GA,11188.33956001125,86.00237813295617
110161,291,124,67999.040323,15092.064516,13415.0,GA,11188.33956001125,134.89101251396792
110164,291,90,63180.666667,10247.366667,8917.3666667,GA,11188.33956001125,91.58970025923753
110165,291,34,33117.794118,12310.0,11181.882353,GA,11188.33956001125,110.02526276551103
110168,291,209,79304.837321,9363.4354067,8257.4401914,GA,11188.33956001125,83.68923160114193
110177,291,50,71320.36,9362.98,7676.56,GA,11188.33956001125,83.6851612321872
110184,291,63,72238.904762,12434.761905,9357.2698413,GA,11188.33956001125,111.14036929522271
110191,291,187,44348.877005,10621.229947,9162.1925134,GA,11188.33956001125,94.9312441764086
110192,291,97,66002.14433,11085.71134,8959.4639175,GA,11188.33956001125,99.08272161869256
110198,291,105,89019.190476,14118.095238,12398.971429,GA,11188.33956001125,126.18579515105282
110200,291,93,35912.806452,7459.0752688,6273.3978495,GA,11188.33956001125,66.66829540515393
110201,291,36,38532.638889,9385.1944444,7874.2222222,GA,11188.33956001125,83.88371119825543
110215,291,301,54224.355482,10264.056478,8442.3621262,GA,11188.33956001125,91.73887173289974
110225,291,93,36796.064516,10411.623656,8654.8387097,GA,11188.33956001125,93.05780898188551
110226,291,52,39402.192308,12729.519231,10469.596154,GA,11188.33956001125,113.77487394552404
110229,291,170,59125.611765,11060.223529,9102.3882353,GA,11188.33956001125,98.85491470540315
110230,291,108,34907.722222,8893.1666667,7363.3148148,GA,11188.33956001125,79.48602756467518
110236,291,17,18139.235294,10101.882353,9443.0588235,GA,11188.33956001125,90.28937939196621
110237,291,21,32068.904762,9052.047619,7985.3809524,GA,11188.33956001125,80.90608593390688
110252,291,72,49328.152778,8140.1666667,6934.1388889,GA,11188.33956001125,72.75580637357608
120001,291,223,65724.071749,15989.475336,11726.914798,HI,17369.558129090907,92.05458893753023
120002,291,66,36506.484848,20656.166667,17930.30303,HI,17369.558129090907,118.92165887861368
120005,291,125,49298.704,16494.176,14660.12,HI,17369.558129090907,94.9602510174119
120006,291,29,39613.068966,12071.310345,11133.37931,HI,17369.558129090907,69.49693397659156
120007,291,27,37100.222222,12451.62963,11258.296296,HI,17369.558129090907,71.6865077249475
120011,291,26,58226.5,25582.615385,8534.0769231,HI,17369.558129090907,147.28420374812927
120014,291,66,35800.530303,16130.212121,14374.5,HI,17369.558129090907,92.86483859358965
120019,291,19,44995.789474,19962.263158,18084.052632,HI,17369.558129090907,114.926718398016
120022,291,116,50459.017241,13265.163793,10467.189655,HI,17369.558129090907,76.37018566858774
120026,291,63,46578.460317,12607.555556,11035.174603,HI,17369.558129090907,72.58420428602957
120028,291,14,76638.928571,25854.571429,11982.5,HI,17369.558129090907,148.84990877055307
130002,291,88,48989.988636,11178.261364,8747.4545455,ID,10773.537299327274,103.75664977461021
130003,291,55,34143.818182,11338.345455,10291.072727,ID,10773.537299327274,105.24255070531008
130006,291,170,56307.723529,9949.5941176,8780.7411765,ID,10773.537299327274,92.35215733853056
130007,291,108,46639.907407,11759.518519,8982.7314815,ID,10773.537299327274,109.15188013257533
130013,291,48,50246.375,10789.8125,9690.7291667,ID,10773.537299327274,100.15106645311138
130014,291,28,42967.214286,10379.178571,9378.7857143,ID,10773.537299327274,96.33956130312095
130018,291,49,53888.265306,10265.102041,8952.0612245,ID,10773.537299327274,95.28070266801765
130028,291,82,58436.256098,12309.341463,10858.841463,ID,10773.537299327274,114.25533806587949
130049,291,187,32321.914439,9804.5240642,8314.3582888,ID,10773.537299327274,91.00561674216526
130071,291,51,50228.862745,12683.705882,10383.392157,ID,10773.537299327274,117.73018953386834
130074,291,19,34982.578947,8051.5263158,7125.2105263,ID,10773.537299327274,74.73428728281061
140001,291,33,30571.575758,11555.454545,9343.9393939,IL,12289.191040335849,94.02941582625283
140002,291,127,39116.385827,9096.8740157,8095.015748,IL,12289.191040335849,74.02337538607743
140007,291,253,56275.612648,9367.9090909,8224.2055336,IL,12289.191040335849,76.22885070426887
140008,291,124,51775.451613,9517.7016129,8143.9758065,IL,12289.191040335849,77.44774722486447
140010,291,590,38794.340678,11027.637288,9293.3983051,IL,12289.191040335849,89.73444429177519
140011,291,116,40259.163793,9116.1465517,7763.4655172,IL,12289.191040335849,74.18020048495289
140012,291,54,44604.685185,9756.8518519,8651.0,IL,12289.191040335849,79.3937682299498
140013,291,85,47124.788235,7851.7411765,6676.3058824,IL,12289.191040335849,63.89144045957822
140015,291,218,46014.853211,10344.509174,8494.5963303,IL,12289.191040335849,84.17567226391898
140018,291,40,59109.55,17336.2,15141.9,IL,12289.191040335849,141.06868339094697
140029,291,161,42661.47205,10717.714286,8507.0807453,IL,12289.191040335849,87.21252888674354
140030,291,230,41963.313043,10245.147826,8363.2956522,IL,12289.191040335849,83.3671459119901
140032,291,103,22949.097087,10701.281553,8971.8737864,IL,12289.191040335849,87.07881192403978
140034,291,52,29222.307692,9699.7884615,8715.1730769,IL,12289.191040335849,78.9294301769998
140043,291,57,51528.54386,9564.0526316,8498.1578947,IL,12289.191040335849,77.82491622279008
140046,291,147,35649.85034,8831.9727891,7670.1768707,IL,12289.191040335849,71.86781261770207
140048,291,279,40344.530466,10031.25448,8452.344086,IL,12289.191040335849,81.62664610774785
140049,291,61,44863.491803,12887.098361,10693.0,IL,12289.191040335849,104.86531065146345
140052,291,47,23588.297872,8756.893617,7110.4893617,IL,12289.191040335849,71.25687596732718
140053,291,321,44591.545171,9904.7383178,8028.4610592,IL,12289.191040335849,80.5971547296356
140054,291,126,49625.81746,13946.666667,10130.285714,IL,12289.191040335849,113.48726389901458
140059,291,20,20498.4,10237.05,8915.7,IL,12289.191040335849,83.30125202220172
140062,291,460,39064.284783,9353.3543478,7408.4521739,IL,12289.191040335849,76.11041538129089
140063,291,83,20130.253012,9861.2771084,8695.5903614,IL,12289.191040335849,80.24350078075199
140064,291,89,39630.033708,12658.303371,11553.696629,IL,12289.191040335849,103.00355271109906
140065,291,152,34165.078947,11374.684211,8394.4342105,IL,12289.191040335849,92.55844565900037
140067,291,310,50840.477419,11505.577419,8591.7903226,IL,12289.191040335849,93.62355407476493
140068,291,31,46010.193548,10413.903226,9272.7096774,IL,12289.191040335849,84.7403477724389
140080,291,70,56309.142857,13304.1,11499.085714,IL,12289.191040335849,108.25854978031504
140082,291,41,35793.317073,13035.243902,11072.02439,IL,12289.191040335849,106.07080530537316
140083,291,15,39020.4,12592.533333,11446.133333,IL,12289.191040335849,102.46836664568492
140084,291,82,71077.121951,10244.560976,9139.2439024,IL,12289.191040335849,83.36237057732345
140088,291,283,69601.568905,18195.484099,13223.69258,IL,12289.191040335849,148.0608775571833
140089,291,11,24553.909091,11468.363636,10595.636364,IL,12289.191040335849,93.32073688461908
140091,291,360,45113.186111,10596.880556,8928.7333333,IL,12289.191040335849,86.22927677842007
140093,291,84,43621.928571,8930.2261905,7575.0833333,IL,12289.191040335849,72.6673233509758
140101,291,118,42944.389831,9279.9576271,7828.6864407,IL,12289.191040335849,75.51316922847991
140103,291,27,29165.222222,12177.111111,11381.888889,IL,12289.191040335849,99.08797959956863
140110,291,97,29771.412371,9711.2164948,8304.4639175,IL,12289.191040335849,79.02242273657912
140113,291,44,44828.090909,9323.9545455,8044.0454545,IL,12289.191040335849,75.8711823658426
140114,291,98,37659.112245,11229.132653,9705.4489796,IL,12289.191040335849,91.37405884686387
140116,291,478,44179.859833,10203.979079,8784.6401674,IL,12289.191040335849,83.03214626177004
140117,291,191,66724.759162,11209.371728,9612.8219895,IL,12289.191040335849,91.21325961333304
140119,291,254,36844.145669,16632.73622,12915.704724,IL,12289.191040335849,135.34443532863693
140120,291,62,38968.0,7994.7903226,6988.3387097,IL,12289.191040335849,65.05546456523726
140122,291,115,33178.547826,10013.426087,8210.2086957,IL,12289.191040335849,81.48157233567056
140124,291,94,33242.138298,64819.244681,61365.042553,IL,12289.191040335849,527.4492394841034
140125,291,17,109557.35294,11176.294118,9952.7647059,IL,12289.191040335849,90.94409942295572
140127,291,129,26197.542636,9156.6899225,7913.9379845,IL,12289.191040335849,74.51011130387438
140130,291,185,56127.518919,11162.67027,9524.7081081,IL,12289.191040335849,90.83323900948112
140133,291,55,48657.836364,10986.181818,9743.3454545,IL,12289.191040335849,89.39711150995143
140135,291,146,36115.006849,9412.8493151,7969.1575342,IL,12289.191040335849,76.59453973988151
140137,291,16,21655.1875,10313.9375,9713.9375,IL,12289.191040335849,83.92690345643884
140143,291,32,41990.71875,8328.03125,7578.03125,,,
140145,291,43,18928.837209,10285.418605,9169.1395349,IL,12289.191040335849,83.69483858816237
140147,291,57,23833.929825,10088.157895,9105.7017544,,,
140148,291,211,43064.270142,10143.526066,8119.1090047,IL,12289.191040335849,82.54022606294181
140150,291,70,58022.342857,23228.442857,15125.014286,IL,12289.191040335849,189.01523119592738
140155,291,59,70430.118644,10599.40678,8283.2372881,IL,12289.191040335849,86.24983324948239
140158,291,19,32382.684211,10855.263158,9496.6842105,IL,12289.191040335849,88.3317959853551
140160,291,47,36541.12766,10095.170213,8226.9148936,IL,12289.191040335849,82.14674326296509
140161,291,52,30625.519231,12418.423077,11495.346154,IL,12289.191040335849,101.05159107902206
140162,291,148,38929.081081,9012.9527027,7360.0337838,IL,12289.191040335849,73.34048818280627
140164,291,151,35790.622517,9400.807947,8139.807947,IL,12289.191040335849,76.49655633267042
140166,291,134,41111.947761,8797.2089552,7782.9402985,IL,12289.191040335849,71.58493123205271
140172,291,231,45626.34632,13821.004329,11023.528139,IL,12289.191040335849,112.46472028660308
140174,291,91,73701.703297,11606.241758,9525.9010989,IL,12289.191040335849,94.4426831669045
140177,291,17,56181.647059,10839.941176,9586.4705882,IL,12289.191040335849,88.20711746136024
140179,291,206,38698.907767,10275.975728,8831.2912621,IL,12289.191040335849,83.61799970618058
140180,291,61,83478.836066,11922.131148,10307.065574,IL,12289.191040335849,97.01314845597993
140182,291,100,53986.87,17502.81,11517.78,IL,12289.191040335849,142.4244276336164
140184,291,46,71055.043478,8280.7608696,7393.8043478,IL,12289.191040335849,67.38247328421137
140185,291,307,50450.745928,9128.5374593,7927.237785,IL,12289.191040335849,74.2810281762088
140186,291,124,28840.709677,10968.467742,8309.2419355,IL,12289.191040335849,89.25296796183784
140187,291,223,44627.269058,9362.1973094,8103.3721973,IL,12289.191040335849,76.18237261241357
140189,291,219,31786.616438,8984.3744292,8003.8173516,IL,12289.191040335849,73.10794013789264
140191,291,227,41224.969163,10466.85022,8870.1057269,IL,12289.191040335849,85.17118975240501
140200,291,396,49045.636364,9668.9419192,7758.5,IL,12289.191040335849,78.67842470236153
140202,291,343,52811.241983,9769.5218659,8289.5189504,IL,12289.191040335849,79.49686707476728
140206,291,20,41103.2,11482.7,10562.8,IL,12289.191040335849,93.43739520617129
140208,291,386,53962.272021,14291.176166,10428.966321,IL,12289.191040335849,116.29061765817777
140209,291,142,58509.492958,10533.887324,8680.056338,IL,12289.191040335849,85.71668622796608
140210,291,17,22571.0,11193.117647,9875.4705882,IL,12289.191040335849,91.08099638342105
140211,291,191,51628.031414,9848.9581152,8388.4816754,IL,12289.191040335849,80.14325827366126
140213,291,419,23247.952267,9260.9809069,8047.3150358,IL,12289.191040335849,75.35875125143232
140217,291,74,65065.22973,10221.378378,8405.0810811,IL,12289.191040335849,83.1737283963702
140223,291,389,51671.753213,12888.699229,9998.2107969,IL,12289.191040335849,104.8783372859648
140224,291,68,50648.0,12903.544118,10408.161765,IL,12289.191040335849,104.99913359347828
140228,291,164,58510.060976,12051.091463,8537.8841463,IL,12289.191040335849,98.06252847275015
140231,291,355,46100.140845,9422.2056338,7392.4056338,IL,12289.191040335849,76.67067427688472
140233,291,171,42673.549708,10087.74269,8084.5263158,IL,12289.191040335849,82.08630378427507
140239,291,90,47630.666667,12007.666667,9433.3,IL,12289.191040335849,97.7091708281544
140242,291,376,53118.175532,11198.800532,9362.5558511,IL,12289.191040335849,91.12723933774855
140251,291,69,51730.26087,10156.898551,9050.6231884,IL,12289.191040335849,82.6490410773403
140252,291,342,28030.754386,9183.7660819,7899.748538,IL,12289.191040335849,74.73043629769319
140258,291,269,53279.851301,9604.6282528,8445.4981413,IL,12289.191040335849,78.1550894707022
140275,291,34,22936.147059,8799.3235294,7528.7352941,IL,12289.191040335849,71.60213801314237
140276,291,169,59589.946746,18623.236686,11525.159763,IL,12289.191040335849,151.5415996453665
140280,291,148,27102.608108,8490.5337838,7186.0472973,IL,12289.191040335849,69.08944417848323
140281,291,338,64850.130178,16082.068047,10663.733728,IL,12289.191040335849,130.86352058662845
140286,291,94,44715.478723,10196.989362,8289.6276596,IL,12289.191040335849,82.97526931212332
140288,291,303,39504.264026,10265.30363,7793.2706271,IL,12289.191040335849,83.53115836760125
140289,291,126,40488.968254,9200.0396825,7660.2698413,IL,12289.191040335849,74.86285836312115
140290,291,212,47036.627358,10492.367925,8681.0283019,IL,12289.191040335849,85.37883324103046
140291,291,241,34255.40249,8911.1452282,7644.0082988,IL,12289.191040335849,72.51205713176438
140292,291,30,34825.633333,9937.7666667,8872.5666667,IL,12289.191040335849,80.86591407100798
140300,291,25,24274.4,99122.2,96540.44,IL,12289.191040335849,806.5803491430719
140304,291,64,35964.0,9928.9375,8613.3125,IL,12289.191040335849,80.79406909218862
150001,291,53,31609.150943,8959.0754717,7530.6226415,IN,10118.105578355557,88.54498900332756
150002,291,193,42137.093264,9951.9170984,8959.9689119,IN,10118.105578355557,98.35751387778494
150005,291,70,31399.757143,9963.3285714,7660.6714286,IN,10118.105578355557,98.47029658114407
150006,291,77,48572.506494,8561.961039,7298.8311688,IN,10118.105578355557,84.62019863990716
150007,291,57,36522.982456,8650.4210526,7614.1403509,IN,10118.105578355557,85.49447310675234
150008,291,37,41740.621622,10155.972973,9096.5135135,IN,10118.105578355557,100.37425380029093
150009,291,95,47793.305263,8617.6842105,7392.0,IN,10118.105578355557,85.17092595806444
150010,291,103,38160.466019,9246.368932,8254.1067961,IN,10118.105578355557,91.38438871185177
150011,291,96,15615.416667,9770.1979167,8703.53125,IN,10118.105578355557,96.56153358984717
150012,291,139,34387.81295,10028.093525,8452.5539568,IN,10118.105578355557,99.11038630049376
150015,291,122,42263.696721,9252.4262295,8207.3114754,IN,10118.105578355557,91.44425463688184
150017,291,162,71701.796296,9262.1296296,8122.7839506,IN,10118.105578355557,91.54015598941128
150018,291,122,38558.959016,11012.090164,8302.9672131,IN,10118.105578355557,108.83549374654515
150021,291,337,38892.818991,10015.047478,8799.1661721,IN,10118.105578355557,98.98144865600122
150022,291,39,31922.564103,10173.153846,8368.025641,IN,10118.105578355557,100.54405705908229
150023,291,276,29916.938406,9614.7137681,8506.8188406,IN,10118.105578355557,95.02484129704673
150024,291,77,44770.688312,17007.922078,15757.623377,IN,10118.105578355557,168.09393760807356
150026,291,75,32713.28,9775.1066667,8698.9733333,IN,10118.105578355557,96.61004810634421
150030,291,36,34163.361111,11108.0,10041.333333,IN,10118.105578355557,109.7833968422113
150034,291,200,41251.095,9185.42,7895.7,IN,10118.105578355557,90.78201377587185
150035,291,188,62702.37234,8758.8989362,7577.4361702,IN,10118.105578355557,86.56658964833156
150037,291,33,30488.787879,9810.2727273,8368.9090909,IN,10118.105578355557,96.95760388472259
150042,291,151,28019.304636,9942.1655629,8520.9006623,IN,10118.105578355557,98.26113678995479
