hospital_name,city,state,star_rating,drg_description,hospital_price,national_avg_price,total_savings
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",8680.2,8942.6,262.4
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"HEART FAILURE AND SHOCK WITH MCC",11286.460815,11548.46,262
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"HEADACHES WITHOUT MCC",8720.1818182,8981.59,261.41
"BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING",IRVING,TX,5,"HEART FAILURE AND SHOCK WITH MCC",11292.030612,11548.46,256.43
"WESTERLY HOSPITAL",WESTERLY,RI,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7244.3333333,7499.89,255.56
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC",5035.6875,5290.46,254.77
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"FRACTURES OF HIP AND PELVIS WITHOUT MCC",6873.8666667,7127.65,253.79
"ASCENSION  SETON HAYS",KYLE,TX,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11824.526316,12078.21,253.68
"REX HOSPITAL",RALEIGH,NC,5,"PERITONEAL ADHESIOLYSIS WITH CC",20456.076923,20709.46,253.38
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",15657.555556,15909.82,252.26
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"COMPLICATIONS OF TREATMENT WITH MCC",19076,19326.47,250.47
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",7692.2352941,7942.36,250.12
"CLEVELAND CLINIC",CLEVELAND,OH,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC",41285.666667,41535.68,250.01
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC",7231.2238806,7480.78,249.55
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"HYPERTENSION WITHOUT MCC",6623.6410256,6872.54,248.9
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"HEART FAILURE AND SHOCK WITH MCC",11299.833333,11548.46,248.63
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9273.5714286,9522.15,248.58
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC",9365.025,9613.53,248.5
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"REVISION OF HIP OR KNEE REPLACEMENT WITH CC",29112.393939,29360.4,248.01
"EXETER HOSPITAL INC",EXETER,NH,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11173.2,11421.02,247.82
"CHRIST HOSPITAL",CINCINNATI,OH,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11832.411765,12078.21,245.8
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"MEDICAL BACK PROBLEMS WITHOUT MCC",8669.1707317,8914.74,245.57
"EXETER HOSPITAL INC",EXETER,NH,5,"SYNCOPE AND COLLAPSE",7861.8333333,8106.73,244.89
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC",5786.9333333,6031.66,244.72
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC",21971.272727,22215.29,244.02
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,5,"CERVICAL SPINAL FUSION WITH CC",26801.596774,27044.37,242.78
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"BONE DISEASES AND ARTHROPATHIES WITHOUT MCC",8098.1,8339.84,241.74
"POUDRE VALLEY HOSPITAL","FORT COLLINS",CO,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",13861.410256,14102.78,241.37
"M HEALTH FAIRVIEW WOODWINDS HOSPITAL",WOODBURY,MN,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",8701.25,8942.6,241.35
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC",16503.4,16743.75,240.35
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",8702.2528736,8942.6,240.34
"TISHOMINGO HEALTH SERVICES INC",IUKA,MS,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",15746.230769,15986.29,240.06
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC",16943,17182.43,239.43
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"FRACTURES OF HIP AND PELVIS WITHOUT MCC",6888.8648649,7127.65,238.79
"INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL",PROVO,UT,5,"DIABETES WITH MCC",12819.307692,13056.04,236.74
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",17521.090909,17757.56,236.47
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN","ALBERT LEA",MN,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9816.9230769,10052,235.08
"DUKE UNIVERSITY HOSPITAL",DURHAM,NC,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",64377.73913,64612.71,234.97
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS",9248.7090909,9482.39,233.68
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"HEART FAILURE AND SHOCK WITH MCC",11314.795775,11548.46,233.67
"ASCENSION  SETON HAYS",KYLE,TX,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",7092.3529412,7325.93,233.57
"PRISMA HEALTH GREER MEMORIAL HOSPITAL",SPARTANBURG,SC,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",13869.478261,14102.78,233.3
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",6420.0909091,6653.05,232.96
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",8243.3333333,8475.85,232.52
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC",5058.3157895,5290.46,232.14
"CHRIST HOSPITAL",CINCINNATI,OH,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",13872.588235,14102.78,230.19
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",7373.4230769,7603.49,230.06
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC",6658.25,6887.74,229.49
"UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER",TOWSON,MD,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC",9328.2631579,9556.87,228.61
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"EXTRACRANIAL PROCEDURES WITHOUT CC/MCC",9953.4666667,10180.77,227.31
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC",6482.1428571,6709.28,227.14
"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE",WAXAHACHIE,TX,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",6726.4166667,6953.49,227.07
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC",9329.8490566,9556.87,227.02
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11851.195122,12078.21,227.01
"VIRGINIA MASON MEDICAL CENTER",SEATTLE,WA,5,"KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC",15025.35,15251.29,225.94
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",17531.787879,17757.56,225.77
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",13877.413043,14102.78,225.37
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",9909.037037,10133.32,224.28
"FRANCISCAN HEALTH MOORESVILLE",MOORESVILLE,IN,5,"HEART FAILURE AND SHOCK WITH MCC",11324.327869,11548.46,224.14
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",16446.583333,16669.18,222.6
"BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING",IRVING,TX,5,"DIABETES WITH CC",8385.2631579,8607.82,222.56
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"HYPERTENSION WITHOUT MCC",6652.1666667,6872.54,220.38
"MAYO CLINIC",JACKSONVILLE,FL,5,"CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC",15224.133333,15443.97,219.83
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC",21331,21550.53,219.53
"SAINT LUKES NORTH HOSPITAL","KANSAS CITY",MO,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",17796.307692,18015.32,219.01
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",7107.1666667,7325.93,218.76
"AURORA MEMORIAL HOSPITAL BURLINGTON",BURLINGTON,WI,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7267.9166667,7484.42,216.51
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC",7237.2857143,7452.97,215.69
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,DYSEQUILIBRIUM,6817,7031.69,214.69
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",11312,11526.67,214.67
"MEDICAL CITY ALLIANCE","FORT WORTH",TX,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",11558.809524,11773.26,214.45
"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,5,"CONNECTIVE TISSUE DISORDERS WITH CC",15153.454545,15367.75,214.3
"UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER",TOWSON,MD,5,"DIGESTIVE MALIGNANCY WITH CC",11888.692308,12101.72,213.02
"DOCTORS HOSPITAL","CORAL GABLES",FL,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",17022.529915,17235.46,212.93
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC",5818.9166667,6031.66,212.74
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",7729.9,7942.36,212.46
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",6741.9411765,6953.49,211.54
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,5,"REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC",23276.6,23486.03,209.43
"NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO",NY,5,"HEART FAILURE AND SHOCK WITH MCC",11339.355769,11548.46,209.11
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",7394.5238095,7603.49,208.96
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",15651.777778,15860.1,208.33
"NORTHWESTERN MEMORIAL HOSPITAL",CHICAGO,IL,5,"HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC",18228.5,18436.28,207.78
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",66119.421053,66327.12,207.7
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",17550.894515,17757.56,206.67
"SWEDISH ISSAQUAH",ISSAQUAH,WA,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",6747,6953.49,206.49
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS",9275.90625,9482.39,206.49
"WELLSPAN GOOD SAMARITAN HOSPITAL",LEBANON,PA,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",15779.809524,15986.29,206.48
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"OTHER DISORDERS OF NERVOUS SYSTEM WITH CC",9683.9189189,9890,206.08
"CHRIST HOSPITAL",CINCINNATI,OH,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11215.04878,11421.02,205.97
"NORTHWESTERN MEMORIAL HOSPITAL",CHICAGO,IL,5,"CONNECTIVE TISSUE DISORDERS WITH CC",15162,15367.75,205.75
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14035.277778,14240.94,205.66
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"CERVICAL SPINAL FUSION WITH CC",26839.058824,27044.37,205.32
"MAYO CLINIC HOSPITAL",PHOENIX,AZ,5,"ANAL AND STOMAL PROCEDURES WITH CC",16002.363636,16207.09,204.73
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,DYSEQUILIBRIUM,6827.5833333,7031.69,204.1
"HOUSTON METHODIST BAYTOWN HOSPITAL",BAYTOWN,TX,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",15782.716049,15986.29,203.57
"ISLAND HOSPITAL",ANACORTES,WA,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",9930.6,10133.32,202.72
"MAYO CLINIC",JACKSONVILLE,FL,5,"O.R. PROCEDURES FOR OBESITY WITH CC",17315.529412,17518.2,202.68
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC",23283.375,23486.03,202.65
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7281.8695652,7484.42,202.55
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",11570.940299,11773.26,202.32
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC",17333.3,17534.53,201.23
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC",13999.792453,14200.19,200.39
"ISLAND HOSPITAL",ANACORTES,WA,5,"CELLULITIS WITHOUT MCC",8007.75,8207.67,199.92
"HACKENSACK UNIVERSITY MEDICAL CENTER",HACKENSACK,NJ,5,"CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A",65717.736842,65915.76,198.03
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",12420.292683,12618.26,197.97
"BRIGHAM AND WOMEN FAULKNER HOSPITAL","JAMAICA PLAIN",MA,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",17239.25,17437.18,197.93
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"HEART FAILURE AND SHOCK WITH MCC",11350.600629,11548.46,197.86
"HACKENSACK UNIVERSITY MEDICAL CENTER",HACKENSACK,NJ,5,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC",19803.166667,20000.84,197.68
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC",18238.727273,18436.28,197.55
"UNC HOSPITALS","CHAPEL HILL",NC,5,"CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC",32223,32420.15,197.15
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11224.518519,11421.02,196.5
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC",5094.2727273,5290.46,196.19
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC",8252.6666667,8448.47,195.8
"UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER",TOWSON,MD,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",9786.1052632,9981.57,195.46
"MEDICAL CITY ALLIANCE","FORT WORTH",TX,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11883.090909,12078.21,195.12
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS",9287.3565217,9482.39,195.03
"SWEDISH ISSAQUAH",ISSAQUAH,WA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14047.12,14240.94,193.82
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",7750.4,7942.36,191.96
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC",13765.038462,13956.17,191.13
"SANTA BARBARA COTTAGE HOSPITAL","SANTA BARBARA",CA,5,"MAJOR CHEST TRAUMA WITH CC",10711.105263,10902.21,191.11
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"RENAL FAILURE WITHOUT CC/MCC",5436.4,5626.21,189.81
"M HEALTH FAIRVIEW WOODWINDS HOSPITAL",WOODBURY,MN,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",15798.843137,15986.29,187.44
"MERCY REGIONAL MEDICAL CENTER",DURANGO,CO,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7312.5384615,7499.89,187.35
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"RENAL FAILURE WITH CC",8192.1176471,8379.14,187.02
"MEMORIAL HEALTH MEADOWS HOSPITAL",VIDALIA,GA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",11341.4375,11526.67,185.23
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC",14344.745098,14529.93,185.19
"SHARP CORONADO HOSPITAL AND HLTHCR CTR",CORONADO,CA,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8740.5,8924.72,184.22
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC",8014.6470588,8198.23,183.59
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",8631.9166667,8814.57,182.65
"PRISMA HEALTH GREER MEMORIAL HOSPITAL",SPARTANBURG,SC,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",9799.8461538,9981.57,181.72
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC",31540,31721.31,181.31
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC",14348.777778,14529.93,181.15
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC",6666.5555556,6847.12,180.56
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"REVISION OF HIP OR KNEE REPLACEMENT WITH CC",29180.057143,29360.4,180.35
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",16859.272727,17039.44,180.16
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC",19809.529412,19989.4,179.87
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",8889.972973,9069.43,179.46
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC",24687.823529,24866.68,178.86
"ASCENSION  SETON HAYS",KYLE,TX,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",6774.7272727,6953.49,178.76
"BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING",IRVING,TX,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11243.403361,11421.02,177.62
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"ENDOCRINE DISORDERS WITH CC",9712.6315789,9888.7,176.07
"MAYO CLINIC HEALTH SYSTEM - MANKATO",MANKATO,MN,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",6777.8666667,6953.49,175.62
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC",36249.026316,36424.14,175.12
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"FRACTURES OF HIP AND PELVIS WITHOUT MCC",6952.5714286,7127.65,175.08
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,5,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",16864.933333,17039.44,174.5
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"CELLULITIS WITHOUT MCC",8033.4736842,8207.67,174.2
"SAINT LUKES NORTH HOSPITAL","KANSAS CITY",MO,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC",5116.5652174,5290.46,173.89
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"HEART FAILURE AND SHOCK WITH MCC",11374.684211,11548.46,173.78
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",7770.4,7942.36,171.96
"INOVA FAIRFAX HOSPITAL","FALLS CHURCH",VA,5,"SIGNS AND SYMPTOMS WITH MCC",13837.25,14008.99,171.74
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",17843.6,18015.32,171.72
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,5,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",10213.733333,10382.77,169.04
"EXETER HOSPITAL INC",EXETER,NH,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9885.425,10052,166.57
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"OTHER DISORDERS OF NERVOUS SYSTEM WITH CC",9723.4615385,9890,166.54
