location_id,city,state,state_full,zip,county,country
10001,DOTHAN,AL,Alabama,36301,HOUSTON,United States
10002,BOAZ,AL,Alabama,35957,MARSHALL,United States
10003,FLORENCE,AL,Alabama,35630,LAUDERDALE,United States
10004,OPP,AL,Alabama,36467,COVINGTON,United States
10005,LUVERNE,AL,Alabama,36049,CRENSHAW,United States
10006,BIRMINGHAM,AL,Alabama,35235,JEFFERSON,United States
10007,FORT PAYNE,AL,Alabama,35968,DE KALB,United States
10008,ALABASTER,AL,Alabama,35007,SHELBY,United States
10009,BIRMINGHAM,AL,Alabama,35233,JEFFERSON,United States
10010,SHEFFIELD,AL,Alabama,35660,COLBERT,United States
10011,OZARK,AL,Alabama,36360,DALE,United States
10012,CENTRE,AL,Alabama,35960,CHEROKEE,United States
10013,MONTGOMERY,AL,Alabama,36116,MONTGOMERY,United States
10014,MONTGOMERY,AL,Alabama,36106,MONTGOMERY,United States
10015,OPELIKA,AL,Alabama,36801,LEE,United States
10016,TALLASSEE,AL,Alabama,36078,ELMORE,United States
10017,CULLMAN,AL,Alabama,35058,CULLMAN,United States
10018,ANDALUSIA,AL,Alabama,36420,COVINGTON,United States
10019,HUNTSVILLE,AL,Alabama,35801,MADISON,United States
10020,GADSDEN,AL,Alabama,35903,ETOWAH,United States
10021,HAMILTON,AL,Alabama,35570,MARION,United States
10022,FAYETTE,AL,Alabama,35555,FAYETTE,United States
10023,GADSDEN,AL,Alabama,35901,ETOWAH,United States
10024,ENTERPRISE,AL,Alabama,36330,COFFEE,United States
10025,EUTAW,AL,Alabama,35462,GREENE,United States
10026,DADEVILLE,AL,Alabama,36853,TALLAPOOSA,United States
10027,DOTHAN,AL,Alabama,36302,HOUSTON,United States
10028,BIRMINGHAM,AL,Alabama,35205,JEFFERSON,United States
10029,CENTREVILLE,AL,Alabama,35042,BIBB,United States
10030,MOULTON,AL,Alabama,35650,LAWRENCE,United States
10031,SCOTTSBORO,AL,Alabama,35768,JACKSON,United States
10032,GENEVA,AL,Alabama,36340,GENEVA,United States
10033,ALEXANDER CITY,AL,Alabama,35010,TALLAPOOSA,United States
10034,ASHLAND,AL,Alabama,36251,CLAY,United States
10035,ANNISTON,AL,Alabama,36207,CALHOUN,United States
10036,ATHENS,AL,Alabama,35611,LIMESTONE,United States
10037,FOLEY,AL,Alabama,36535,BALDWIN,United States
10038,DECATUR,AL,Alabama,35601,MORGAN,United States
10039,WINFIELD,AL,Alabama,35594,FAYETTE,United States
10040,MOBILE,AL,Alabama,36617,MOBILE,United States
10041,JASPER,AL,Alabama,35502,WALKER,United States
10042,MOBILE,AL,Alabama,36608,MOBILE,United States
10043,GROVE HILL,AL,Alabama,36451,CLARKE,United States
10044,TUSCALOOSA,AL,Alabama,35401,TUSCALOOSA,United States
10045,GREENSBORO,AL,Alabama,36744,HALE,United States
10046,WETUMPKA,AL,Alabama,36092,ELMORE,United States
10047,BREWTON,AL,Alabama,36426,ESCAMBIA,United States
10048,FAIRHOPE,AL,Alabama,36532,BALDWIN,United States
10049,TALLADEGA,AL,Alabama,35160,TALLADEGA,United States
10050,BIRMINGHAM,AL,Alabama,35211,JEFFERSON,United States
10051,BIRMINGHAM,AL,Alabama,35243,JEFFERSON,United States
10052,PRATTVILLE,AL,Alabama,36067,AUTAUGA,United States
10053,UNION SPRINGS,AL,Alabama,36089,BULLOCK,United States
10054,DEMOPOLIS,AL,Alabama,36732,MARENGO,United States
10055,MOBILE,AL,Alabama,36607,MOBILE,United States
10056,BESSEMER,AL,Alabama,35022,JEFFERSON,United States
10057,SELMA,AL,Alabama,36701,DALLAS,United States
10058,MONROEVILLE,AL,Alabama,36460,MONROE,United States
10059,HALEYVILLE,AL,Alabama,35565,WINSTON,United States
10060,TROY,AL,Alabama,36081,PIKE,United States
10061,JACKSON,AL,Alabama,36545,CLARKE,United States
10062,BAY MINETTE,AL,Alabama,36507,BALDWIN,United States
10063,PELL CITY,AL,Alabama,35125,ST. CLAIR,United States
10064,YORK,AL,Alabama,36925,SUMTER,United States
10065,VESTAVIA,AL,Alabama,35216,JEFFERSON,United States
10066,EVERGREEN,AL,Alabama,36401,CONECUH,United States
10067,MONTGOMERY,AL,Alabama,36117,MONTGOMERY,United States
10068,GREENVILLE,AL,Alabama,36037,BUTLER,United States
10069,MUSCLE SHOALS,AL,Alabama,35661,COLBERT,United States
10070,RUSSELLVILLE,AL,Alabama,35653,FRANKLIN,United States
10071,SYLACAUGA,AL,Alabama,35150,TALLADEGA,United States
10072,PHENIX CITY,AL,Alabama,36867,RUSSELL,United States
10073,ATMORE,AL,Alabama,36502,ESCAMBIA,United States
10074,CLANTON,AL,Alabama,35045,CHILTON,United States
10075,MONTGOMERY,AL,Alabama,36109,MONTGOMERY,United States
10076,TUSCALOOSA,AL,Alabama,35404,TUSCALOOSA,United States
10077,VALLEY,AL,Alabama,36854,CHAMBERS,United States
10078,CAMDEN,AL,Alabama,36726,WILCOX,United States
10079,CHATOM,AL,Alabama,36518,WASHINGTON,United States
10080,RED BAY,AL,Alabama,35582,FRANKLIN,United States
10081,BUTLER,AL,Alabama,36904,CHOCTAW,United States
10082,ONEONTA,AL,Alabama,35121,BLOUNT,United States
10083,WEDOWEE,AL,Alabama,36278,RANDOLPH,United States
10084,EUFAULA,AL,Alabama,36027,BARBOUR,United States
10085,MOBILE,AL,Alabama,36604,MOBILE,United States
10086,BIRMINGHAM,AL,Alabama,35212,JEFFERSON,United States
10087,GADSDEN,AL,Alabama,35902,ETOWAH,United States
10088,MOBILE,AL,Alabama,36693,MOBILE,United States
10089,CULLMAN,AL,Alabama,35055,CULLMAN,United States
10090,DAPHNE,AL,Alabama,36526,BALDWIN,United States
10091,HUNTSVILLE,AL,Alabama,35806,MADISON,United States
10092,ANCHORAGE,AK,Alaska,99508,ANCHORAGE,United States
10093,PALMER,AK,Alaska,99645,MATANUSKA-SUSITNA,United States
10094,JUNEAU,AK,Alaska,99801,JUNEAU,United States
10095,FAIRBANKS,AK,Alaska,99701,FAIRBANKS NORTH STAR,United States
10096,BETHEL,AK,Alaska,99559,BETHEL,United States
10097,SOLDOTNA,AK,Alaska,99669,KENAI PENINSULA,United States
10098,JBER,AK,Alaska,99506,ANCHORAGE,United States
10099,Fort Wainwright,AK,Alaska,99703,FAIRBANKS NORTH STAR,United States
10100,VALDEZ,AK,Alaska,99686,VALDEZ-CORDOVA,United States
10101,SEWARD,AK,Alaska,99664,KENAI PENINSULA,United States
10102,PETERSBURG,AK,Alaska,99833,PETERSBURG BOROUGH,United States
10103,WRANGELL,AK,Alaska,99929,WRANGELL CITY AND BOROUGH,United States
10104,KODIAK,AK,Alaska,99615,KODIAK ISLAND BOROUGH,United States
10105,CORDOVA,AK,Alaska,99574,VALDEZ-CORDOVA,United States
10106,NOME,AK,Alaska,99762,NOME,United States
10107,DILLINGHAM,AK,Alaska,99576,DILLINGHAM,United States
10108,KOTZEBUE,AK,Alaska,99752,NORTHWEST ARTIC BOROUGH,United States
10109,KETCHIKAN,AK,Alaska,99901,KETCHIKAN GATEWAY,United States
10110,BARROW,AK,Alaska,99723,NORTH SLOPE BOROUH,United States
10111,HOMER,AK,Alaska,99603,KENAI PENINSULA,United States
10112,SITKA,AK,Alaska,99835,SITKA BOROUGH,United States
10113,PHOENIX,AZ,Arizona,85006,MARICOPA,United States
10114,TUCSON,AZ,Arizona,85712,PIMA,United States
10115,COTTONWOOD,AZ,Arizona,86326,YAVAPAI,United States
10116,TUCSON,AZ,Arizona,85745,PIMA,United States
10117,TUCSON,AZ,Arizona,85711,PIMA,United States
10118,PRESCOTT,AZ,Arizona,86301,YAVAPAI,United States
10119,YUMA,AZ,Arizona,85364,YUMA,United States
10120,PHOENIX,AZ,Arizona,85020,MARICOPA,United States
10121,CASA GRANDE,AZ,Arizona,85122,PINAL,United States
10122,PHOENIX,AZ,Arizona,85008,MARICOPA,United States
10123,FLAGSTAFF,AZ,Arizona,86001,COCONINO,United States
10124,PHOENIX,AZ,Arizona,85013,MARICOPA,United States
10125,PHOENIX,AZ,Arizona,85015,MARICOPA,United States
10126,CHANDLER,AZ,Arizona,85224,MARICOPA,United States
10127,SCOTTSDALE,AZ,Arizona,85251,MARICOPA,United States
10128,SIERRA VISTA,AZ,Arizona,85635,COCHISE,United States
10129,KINGMAN,AZ,Arizona,86401,MOHAVE,United States
10130,SUN CITY,AZ,Arizona,85351,MARICOPA,United States
10131,SHOW LOW,AZ,Arizona,85901,NAVAJO,United States
10132,TUCSON,AZ,Arizona,85719,PIMA,United States
10133,MESA,AZ,Arizona,85202,MARICOPA,United States
10134,LAKE HAVASU CITY,AZ,Arizona,86403,MOHAVE,United States
10135,FT. DEFIANCE,AZ,Arizona,86504,APACHE,United States
10136,TUBA CITY,AZ,Arizona,86045,COCONINO,United States
10137,SELLS,AZ,Arizona,85634,PIMA,United States
10138,PHOENIX,AZ,Arizona,85016,MARICOPA,United States
10139,PHOENIX,AZ,Arizona,85032,MARICOPA,United States
10140,CHINLE,AZ,Arizona,86503,APACHE,United States
10141,TUCSON,AZ,Arizona,85741,PIMA,United States
10142,SCOTTSDALE,AZ,Arizona,85260,MARICOPA,United States
10143,MESA,AZ,Arizona,85206,MARICOPA,United States
10144,GLENDALE,AZ,Arizona,85306,MARICOPA,United States
10145,PHOENIX,AZ,Arizona,85027,MARICOPA,United States
10146,SUN CITY WEST,AZ,Arizona,85375,MARICOPA,United States
10147,GLENDALE,AZ,Arizona,85308,MARICOPA,United States
10148,BULLHEAD CITY,AZ,Arizona,86442,MOHAVE,United States
10149,PHOENIX,AZ,Arizona,85054,MARICOPA,United States
10150,GOODYEAR,AZ,Arizona,85395,MARICOPA,United States
10151,TUCSON,AZ,Arizona,85713,PIMA,United States
10152,WHITERIVER,AZ,Arizona,85941,NAVAJO,United States
10153,ORO VALLEY,AZ,Arizona,85755,PIMA,United States
10154,PHOENIX,AZ,Arizona,85037,MARICOPA,United States
10155,FORT MOHAVE,AZ,Arizona,86426,MOHAVE,United States
10156,GILBERT,AZ,Arizona,85297,MARICOPA,United States
10157,MESA,AZ,Arizona,85209,MARICOPA,United States
10158,GILBERT,AZ,Arizona,85234,MARICOPA,United States
10159,SCOTTSDALE,AZ,Arizona,85255,MARICOPA,United States
10160,PHOENIX,AZ,Arizona,85012,MARICOPA,United States
10161,QUEEN CREEK,AZ,Arizona,85140,PINAL,United States
10162,APACHE JUNCTION,AZ,Arizona,85120,PINAL,United States
10163,LAVEEN,AZ,Arizona,85339,MARICOPA,United States
10164,GOODYEAR,AZ,Arizona,85338,MARICOPA,United States
10165,MESA,AZ,Arizona,85212,MARICOPA,United States
10166,TUCSON,AZ,Arizona,85723,PIMA,United States
10167,PHOENIX,AZ,Arizona,85085,MARICOPA,United States
10168,CHANDLER,AZ,Arizona,85286,MARICOPA,United States
10169,SAHUARITA,AZ,Arizona,85629,PIMA,United States
10170,MARICOPA,AZ,Arizona,85139,PINAL,United States
10171,GILBERT,AZ,Arizona,85295,MARICOPA,United States
10172,YUMA,AZ,Arizona,85365,YUMA,United States
10173,PRESCOTT,AZ,Arizona,86313,YAVAPAI,United States
10174,WICKENBURG,AZ,Arizona,85390,MARICOPA,United States
10175,BENSON,AZ,Arizona,85602,COCHISE,United States
10176,WILLCOX,AZ,Arizona,85643,COCHISE,United States
10177,PAGE,AZ,Arizona,86040,COCONINO,United States
10178,POLACCA,AZ,Arizona,86042,NAVAJO,United States
10179,PARKER,AZ,Arizona,85344,LAPAZ,United States
10180,SACATON,AZ,Arizona,85147,PINAL,United States
10181,GANADO,AZ,Arizona,86505,APACHE,United States
10182,WINSLOW,AZ,Arizona,86047,NAVAJO,United States
10183,BISBEE,AZ,Arizona,85603,COCHISE,United States
10184,NOGALES,AZ,Arizona,85621,SANTA CRUZ,United States
10185,GLOBE,AZ,Arizona,85501,GILA,United States
10186,SPRINGERVILLE,AZ,Arizona,85938,APACHE,United States
10187,PAYSON,AZ,Arizona,85541,GILA,United States
10188,SAFFORD,AZ,Arizona,85546,GRAHAM,United States
10189,PERIDOT,AZ,Arizona,85542,GILA,United States
10190,PHOENIX,AZ,Arizona,85007,MARICOPA,United States
10191,TUCSON,AZ,Arizona,85704,PIMA,United States
10192,FLAGSTAFF,AZ,Arizona,86004,COCONINO,United States
10193,GLENDALE,AZ,Arizona,85302,MARICOPA,United States
10194,PHOENIX,AZ,Arizona,85018,MARICOPA,United States
10195,LAKESIDE,AZ,Arizona,85929,NAVAJO,United States
10196,TEMPE,AZ,Arizona,85283,MARICOPA,United States
10197,CHANDLER,AZ,Arizona,85225,MARICOPA,United States
10198,AVONDALE,AZ,Arizona,85392,MARICOPA,United States
10199,SURPRISE,AZ,Arizona,85378,MARICOPA,United States
10200,SURPRISE,AZ,Arizona,85374,MARICOPA,United States
10201,SCOTTSDALE,AZ,Arizona,85258,MARICOPA,United States
10202,SILOAM SPRINGS,AR,Arkansas,72761,BENTON,United States
10203,CLARKSVILLE,AR,Arkansas,72830,JOHNSON,United States
10204,FAYETTEVILLE,AR,Arkansas,72703,WASHINGTON,United States
10205,LITTLE ROCK,AR,Arkansas,72205,PULASKI,United States
10206,ROGERS,AR,Arkansas,72758,BENTON,United States
10207,DANVILLE,AR,Arkansas,72833,YELL,United States
10208,SEARCY,AR,Arkansas,72143,WHITE,United States
10209,HARRISON,AR,Arkansas,72601,BOONE,United States
10210,VAN BUREN,AR,Arkansas,72956,CRAWFORD,United States
10211,FORREST CITY,AR,Arkansas,72335,ST. FRANCIS,United States
10212,JONESBORO,AR,Arkansas,72401,CRAIGHEAD,United States
10213,SPRINGDALE,AR,Arkansas,72764,WASHINGTON,United States
10214,HOT SPRINGS,AR,Arkansas,71903,GARLAND,United States
10215,MOUNTAIN HOME,AR,Arkansas,72653,BAXTER,United States
10216,CONWAY,AR,Arkansas,72034,FAULKNER,United States
10217,NORTH LITTLE ROCK,AR,Arkansas,72117,PULASKI,United States
10218,PARAGOULD,AR,Arkansas,72450,GREENE,United States
10219,RUSSELLVILLE,AR,Arkansas,72801,POPE,United States
10220,CAMDEN,AR,Arkansas,71701,OUACHITA,United States
10221,MONTICELLO,AR,Arkansas,71655,DREW,United States
10222,FORT SMITH,AR,Arkansas,72901,SEBASTIAN,United States
10223,FORT SMITH,AR,Arkansas,72903,SEBASTIAN,United States
10224,MAGNOLIA,AR,Arkansas,71753,COLUMBIA,United States
10225,BLYTHEVILLE,AR,Arkansas,72315,MISSISSIPPI,United States
10226,PINE BLUFF,AR,Arkansas,71603,JEFFERSON,United States
10227,STUTTGART,AR,Arkansas,72160,ARKANSAS,United States
10228,MALVERN,AR,Arkansas,72104,HOT SPRING,United States
10229,HOT SPRINGS,AR,Arkansas,71901,GARLAND,United States
10230,BENTON,AR,Arkansas,72015,SALINE,United States
10231,EL DORADO,AR,Arkansas,71730,UNION,United States
10232,JONESBORO,AR,Arkansas,72405,CRAIGHEAD,United States
10233,BATESVILLE,AR,Arkansas,72503,INDEPENDENCE,United States
10234,LITTLE ROCK,AR,Arkansas,72211,PULASKI,United States
10235,SHERWOOD,AR,Arkansas,72120,PULASKI,United States
10236,NO LITTLE ROCK,AR,Arkansas,72118,PULASKI,United States
10237,HOPE,AR,Arkansas,71801,HEMPSTEAD,United States
10238,CONWAY,AR,Arkansas,72032,FAULKNER,United States
10239,WEST MEMPHIS,AR,Arkansas,72301,CRITTENDEN,United States
10240,BRYANT,AR,Arkansas,72019,SALINE,United States
10241,JACKSONVILLE,AR,Arkansas,72076,PULASKI,United States
10242,POCAHONTAS,AR,Arkansas,72455,RANDOLPH,United States
10243,EUREKA SPRINGS,AR,Arkansas,72632,CARROLL,United States
10244,HELENA,AR,Arkansas,72342,PHILLIPS,United States
10245,OSCEOLA,AR,Arkansas,72370,MISSISSIPPI,United States
10246,DE WITT,AR,Arkansas,72042,ARKANSAS,United States
10247,PARIS,AR,Arkansas,72855,LOGAN,United States
10248,DARDANELLE,AR,Arkansas,72834,YELL,United States
10249,OZARK,AR,Arkansas,72949,FRANKLIN,United States
10250,WALDRON,AR,Arkansas,72958,SCOTT,United States
10251,CALICO ROCK,AR,Arkansas,72519,BAXTER,United States
10252,WYNNE,AR,Arkansas,72396,CROSS,United States
10253,MCGEHEE,AR,Arkansas,71654,DESHA,United States
10254,WALNUT RIDGE,AR,Arkansas,72476,LAWRENCE,United States
10255,MOUNTAIN VIEW,AR,Arkansas,72560,STONE,United States
10256,NASHVILLE,AR,Arkansas,71852,HOWARD,United States
10257,HEBER SPRINGS,AR,Arkansas,72543,CLEBURNE,United States
10258,CLINTON,AR,Arkansas,72031,VAN BUREN,United States
10259,FORDYCE,AR,Arkansas,71742,DALLAS,United States
10260,BOONEVILLE,AR,Arkansas,72927,LOGAN,United States
10261,ASHDOWN,AR,Arkansas,71822,LITTLE RIVER,United States
10262,ARKADELPHIA,AR,Arkansas,71923,CLARK,United States
10263,SALEM,AR,Arkansas,72576,FULTON,United States
10264,CROSSETT,AR,Arkansas,71635,ASHLEY,United States
10265,MORRILTON,AR,Arkansas,72110,CONWAY,United States
10266,DUMAS,AR,Arkansas,71639,DESHA,United States
10267,WARREN,AR,Arkansas,71671,BRADLEY,United States
10268,LAKE VILLAGE,AR,Arkansas,71653,CHICOT,United States
10269,BERRYVILLE,AR,Arkansas,72616,CARROLL,United States
10270,PIGGOTT,AR,Arkansas,72454,CLAY,United States
10271,GRAVETTE,AR,Arkansas,72736,BENTON,United States
10272,NEWPORT,AR,Arkansas,72112,JACKSON,United States
10273,DE QUEEN,AR,Arkansas,71832,SEVIER,United States
10274,MENA,AR,Arkansas,71953,POLK,United States
10275,LITTLE ROCK,AR,Arkansas,72202,PULASKI,United States
10276,SPRINGDALE,AR,Arkansas,72762,WASHINGTON,United States
10277,NORTH LITTLE ROCK,AR,Arkansas,72113,PULASKI,United States
10278,BARLING,AR,Arkansas,72923,SEBASTIAN,United States
10279,BENTON,AR,Arkansas,72019,SALINE,United States
10280,MAUMELLE,AR,Arkansas,72113,PULASKI,United States
10281,FAYETTEVILLE,AR,Arkansas,72704,WASHINGTON,United States
10282,TEXARKANA,AR,Arkansas,71854,MILLER,United States
10283,HAYWARD,CA,California,94545,ALAMEDA,United States
10284,EUREKA,CA,California,95501,HUMBOLDT,United States
10285,BURLINGAME,CA,California,94010,SAN MATEO,United States
10286,SAN FRANCISCO,CA,California,94117,SAN FRANCISCO,United States
10287,NAPA,CA,California,94558,NAPA,United States
10288,SAINT HELENA,CA,California,94574,NAPA,United States
10289,JACKSON,CA,California,95642,AMADOR,United States
10290,SACRAMENTO,CA,California,95819,SACRAMENTO,United States
10291,RIVERSIDE,CA,California,92501,RIVERSIDE,United States
10292,NATIONAL CITY,CA,California,91950,SAN DIEGO,United States
10293,SAN DIEGO,CA,California,92103,SAN DIEGO,United States
10294,LA MESA,CA,California,91942,SAN DIEGO,United States
10295,ARCATA,CA,California,95521,HUMBOLDT,United States
10296,OROVILLE,CA,California,95966,BUTTE,United States
10297,BAKERSFIELD,CA,California,93301,KERN,United States
10298,SAN JOSE,CA,California,95128,SANTA CLARA,United States
10299,CHICO,CA,California,95926,BUTTE,United States
10300,SYLMAR,CA,California,91342,LOS ANGELES,United States
10301,RED BLUFF,CA,California,96080,TEHAMA,United States
10302,OAKLAND,CA,California,94609,ALAMEDA,United States
10303,EL CENTRO,CA,California,92243,IMPERIAL,United States
10304,SAN FRANCISCO,CA,California,94109,SAN FRANCISCO,United States
10305,BANNING,CA,California,92220,RIVERSIDE,United States
10306,SAN FRANCISCO,CA,California,94110,SAN FRANCISCO,United States
10307,LANCASTER,CA,California,93534,LOS ANGELES,United States
10308,VISALIA,CA,California,93291,TULARE,United States
10309,GLENDALE,CA,California,91204,LOS ANGELES,United States
10310,FRESNO,CA,California,93721,FRESNO,United States
10311,LOS ANGELES,CA,California,90027,LOS ANGELES,United States
10312,OAKDALE,CA,California,95361,STANISLAUS,United States
10313,ORANGE,CA,California,92868,ORANGE,United States
10314,SOUTH SAN FRANCISCO,CA,California,94080,SAN MATEO,United States
10315,SANTA CLARA,CA,California,95051,SANTA CLARA,United States
10316,WALNUT CREEK,CA,California,94596,CONTRA COSTA,United States
10317,VALLEJO,CA,California,94589,SOLANO,United States
10318,OAKLAND,CA,California,94611,ALAMEDA,United States
10319,SAN FRANCISCO,CA,California,94115,SAN FRANCISCO,United States
10320,SAN PEDRO,CA,California,90732,LOS ANGELES,United States
10321,OXNARD,CA,California,93030,VENTURA,United States
10322,STOCKTON,CA,California,95204,SAN JOAQUIN,United States
10323,SAN BERNARDINO,CA,California,92411,SAN BERNARDINO,United States
10324,SONOMA,CA,California,95476,SONOMA,United States
10325,HUNTINGTON PARK,CA,California,90255,LOS ANGELES,United States
10326,FRESNO,CA,California,93720,FRESNO,United States
10327,UPLAND,CA,California,91786,SAN BERNARDINO,United States
10328,SAN DIEGO,CA,California,92123,SAN DIEGO,United States
10329,RIVERSIDE,CA,California,92503,RIVERSIDE,United States
10330,LOS ANGELES,CA,California,90033,LOS ANGELES,United States
10331,LYNWOOD,CA,California,90262,LOS ANGELES,United States
10332,SANTA MARIA,CA,California,93454,SANTA BARBARA,United States
10333,SACRAMENTO,CA,California,95816,SACRAMENTO,United States
10334,LOMPOC,CA,California,93436,SANTA BARBARA,United States
10335,SANTA MONICA,CA,California,90404,LOS ANGELES,United States
10336,SAN MATEO,CA,California,94403,SAN MATEO,United States
10337,ESCONDIDO,CA,California,92025,SAN DIEGO,United States
10338,NORTHRIDGE,CA,California,91325,LOS ANGELES,United States
10339,MANTECA,CA,California,95336,SAN JOAQUIN,United States
10340,HANFORD,CA,California,93230,KINGS,United States
10341,STOCKTON,CA,California,95203,SAN JOAQUIN,United States
10342,GLENDALE,CA,California,91208,LOS ANGELES,United States
10343,SAN JOSE,CA,California,95116,SANTA CLARA,United States
10344,VAN NUYS,CA,California,91405,LOS ANGELES,United States
10345,WOODLAND,CA,California,95695,YOLO,United States
10346,OCEANSIDE,CA,California,92056,SAN DIEGO,United States
10347,SAN BERNARDINO,CA,California,92404,SAN BERNARDINO,United States
10348,NOVATO,CA,California,94945,MARIN,United States
10349,SAN GABRIEL,CA,California,91776,LOS ANGELES,United States
10350,MARYSVILLE,CA,California,95901,YUBA,United States
10351,HOLLYWOOD,CA,California,90028,LOS ANGELES,United States
10352,PETALUMA,CA,California,94954,SONOMA,United States
10353,PANORAMA CITY,CA,California,91402,LOS ANGELES,United States
10354,DOWNEY,CA,California,90242,LOS ANGELES,United States
10355,FONTANA,CA,California,92335,SAN BERNARDINO,United States
10356,MONTEREY,CA,California,93940,MONTEREY,United States
10357,LOS ANGELES,CA,California,90015,LOS ANGELES,United States
10358,GRASS VALLEY,CA,California,95945,NEVADA,United States
10359,ENCINO,CA,California,91436,LOS ANGELES,United States
10360,VENTURA,CA,California,93003,VENTURA,United States
10361,Travis AFB,CA,California,94535,SOLANO,United States
10362,FRENCH CAMP,CA,California,95231,SAN JOAQUIN,United States
10363,FULLERTON,CA,California,92835,ORANGE,United States
10364,WHITTIER,CA,California,90602,LOS ANGELES,United States
10365,SANTA ROSA,CA,California,95405,SONOMA,United States
10366,TURLOCK,CA,California,95382,STANISLAUS,United States
10367,WALNUT CREEK,CA,California,94598,CONTRA COSTA,United States
10368,LONG BEACH,CA,California,90813,LOS ANGELES,United States
10369,REEDLEY,CA,California,93654,FRESNO,United States
10370,WATSONVILLE,CA,California,95076,SANTA CRUZ,United States
10371,FREMONT,CA,California,94538,ALAMEDA,United States
10372,REDWOOD CITY,CA,California,94062,SAN MATEO,United States
10373,PALMDALE,CA,California,93552,LOS ANGELES,United States
10374,Camp Pendleton,CA,California,92055,SAN DIEGO,United States
10375,ALAMEDA,CA,California,94501,ALAMEDA,United States
10376,CHULA VISTA,CA,California,91911,SAN DIEGO,United States
10377,NEWPORT BEACH,CA,California,92663,ORANGE,United States
10378,ANAHEIM,CA,California,92801,ORANGE,United States
10379,San Diego,CA,California,92134,SAN DIEGO,United States
10380,GARDEN GROVE,CA,California,92843,ORANGE,United States
10381,POMONA,CA,California,91767,LOS ANGELES,United States
10382,SAN LUIS OBISPO,CA,California,93401,SAN LUIS OBISPO,United States
10383,CORONADO,CA,California,92118,SAN DIEGO,United States
10384,BURBANK,CA,California,91505,LOS ANGELES,United States
10385,SIMI VALLEY,CA,California,93065,VENTURA,United States
10386,ARCADIA,CA,California,91007,LOS ANGELES,United States
10387,GLENDALE,CA,California,91206,LOS ANGELES,United States
10388,SANTA CRUZ,CA,California,95065,SANTA CRUZ,United States
10389,PALM SPRINGS,CA,California,92262,RIVERSIDE,United States
10390,COLTON,CA,California,92324,SAN BERNARDINO,United States
10391,SALINAS,CA,California,93906,MONTEREY,United States
10392,PLACERVILLE,CA,California,95667,EL DORADO,United States
10393,BAKERSFIELD,CA,California,93308,KERN,United States
10394,FRESNO,CA,California,93703,FRESNO,United States
10395,PORTERVILLE,CA,California,93257,TULARE,United States
10396,LOS ANGELES,CA,California,90095,LOS ANGELES,United States
10397,REDLANDS,CA,California,92373,SAN BERNARDINO,United States
10398,MARTINEZ,CA,California,94553,CONTRA COSTA,United States
10399,MISSION HILLS,CA,California,91346,LOS ANGELES,United States
10400,JOSHUA TREE,CA,California,92252,SAN BERNARDINO,United States
10401,LONG BEACH,CA,California,90822,LOS ANGELES,United States
10402,REDDING,CA,California,96001,SHASTA,United States
10403,ALHAMBRA,CA,California,91801,LOS ANGELES,United States
10404,PLEASANTON,CA,California,94588,ALAMEDA,United States
10405,DALY CITY,CA,California,94015,SAN MATEO,United States
10406,SANTA ROSA,CA,California,95403,SONOMA,United States
10407,MORENO VALLEY,CA,California,92555,RIVERSIDE,United States
10408,BARSTOW,CA,California,92311,SAN BERNARDINO,United States
10409,APPLE VALLEY,CA,California,92307,SAN BERNARDINO,United States
10410,UKIAH,CA,California,95482,MENDOCINO,United States
10411,BERKELEY,CA,California,94705,ALAMEDA,United States
10412,MOUNTAIN VIEW,CA,California,94040,SANTA CLARA,United States
10413,ROSEVILLE,CA,California,95661,PLACER,United States
10414,MATHER,CA,California,95655,SACRAMENTO,United States
10415,TRACY,CA,California,95376,SAN JOAQUIN,United States
10416,BAKERSFIELD,CA,California,93306,KERN,United States
10417,PALO ALTO,CA,California,94304,SANTA CLARA,United States
10418,OAKLAND,CA,California,94602,ALAMEDA,United States
10419,LA JOLLA,CA,California,92037,SAN DIEGO,United States
10420,LOMA LINDA,CA,California,92354,SAN BERNARDINO,United States
10421,CORONA,CA,California,92882,RIVERSIDE,United States
10422,SALINAS,CA,California,93901,MONTEREY,United States
10423,SONORA,CA,California,95370,TUOLUMNE,United States
10424,LODI,CA,California,95240,SAN JOAQUIN,United States
10425,BRAWLEY,CA,California,92227,IMPERIAL,United States
10426,MONTEBELLO,CA,California,90640,LOS ANGELES,United States
10427,TORRANCE,CA,California,90509,LOS ANGELES,United States
10428,SOUTH LAKE TAHOE,CA,California,96150,EL DORADO,United States
10429,TORRANCE,CA,California,90503,LOS ANGELES,United States
10430,SANTA BARBARA,CA,California,93111,SANTA BARBARA,United States
10431,GREENBRAE,CA,California,94904,MARIN,United States
10432,FAIRFIELD,CA,California,94533,SOLANO,United States
10433,SUN VALLEY,CA,California,91352,LOS ANGELES,United States
10434,SAN JOSE,CA,California,95124,SANTA CLARA,United States
10435,COVINA,CA,California,91723,LOS ANGELES,United States
10436,HEMET,CA,California,92543,RIVERSIDE,United States
10437,DOWNEY,CA,California,90241,LOS ANGELES,United States
10438,SANTA BARBARA,CA,California,93105,SANTA BARBARA,United States
10439,Twentynine Palms,CA,California,92278,SAN BERNARDINO,United States
10440,SAN FRANCISCO,CA,California,94133,SAN FRANCISCO,United States
10441,HARBOR CITY,CA,California,90710,LOS ANGELES,United States
10442,FOLSOM,CA,California,95630,SACRAMENTO,United States
