location_id,city,state,state_full,zip,county,country
12321,MAGNOLIA,MS,Mississippi,39652,PIKE,United States
12322,STARKVILLE,MS,Mississippi,39759,OKTIBBEHA,United States
12323,BROOKHAVEN,MS,Mississippi,39601,LINCOLN,United States
12324,LAUREL,MS,Mississippi,39440,JONES,United States
12325,WATER VALLEY,MS,Mississippi,38965,YALOBUSHA,United States
12326,WEST POINT,MS,Mississippi,39773,CLAY,United States
12327,MERIDIAN,MS,Mississippi,39301,LAUDERDALE,United States
12328,JACKSON,MS,Mississippi,39204,HINDS,United States
12329,WAYNESBORO,MS,Mississippi,39367,WAYNE,United States
12330,HATTIESBURG,MS,Mississippi,39401,FORREST,United States
12331,GREENVILLE,MS,Mississippi,38701,WASHINGTON,United States
12332,NATCHEZ,MS,Mississippi,39120,ADAMS,United States
12333,COLUMBIA,MS,Mississippi,39429,MARION,United States
12334,CLEVELAND,MS,Mississippi,38732,BOLIVAR,United States
12335,HATTIESBURG,MS,Mississippi,39402,LAMAR,United States
12336,INDIANOLA,MS,Mississippi,38751,SUNFLOWER,United States
12337,BRANDON,MS,Mississippi,39042,RANKIN,United States
12338,MCCOMB,MS,Mississippi,39649,PIKE,United States
12339,GREENWOOD,MS,Mississippi,38930,LEFLORE,United States
12340,COLUMBUS,MS,Mississippi,39705,LOWNDES,United States
12341,JACKSON,MS,Mississippi,39202,HINDS,United States
12342,PICAYUNE,MS,Mississippi,39466,PEARL RIVER,United States
12343,GULFPORT,MS,Mississippi,39503,HARRISON,United States
12344,MAGEE,MS,Mississippi,39111,SIMPSON,United States
12345,WHITFIELD,MS,Mississippi,39193,RANKIN,United States
12346,FLOWOOD,MS,Mississippi,39232,RANKIN,United States
12347,SOUTHAVEN,MS,Mississippi,38671,DE SOTO,United States
12348,BAY SAINT LOUIS,MS,Mississippi,39520,HANCOCK,United States
12349,OLIVE BRANCH,MS,Mississippi,38654,DE SOTO,United States
12350,GRENADA,MS,Mississippi,38901,GRENADA,United States
12351,SENATOBIA,MS,Mississippi,38668,TATE,United States
12352,HOLLY SPRINGS,MS,Mississippi,38635,MARSHALL,United States
12353,Biloxi,MS,Mississippi,39534,HARRISON,United States
12354,BILOXI,MS,Mississippi,39531,HARRISON,United States
12355,FAYETTE,MS,Mississippi,39069,JEFFERSON,United States
12356,BATESVILLE,MS,Mississippi,38606,PANOLA,United States
12357,LEAKESVILLE,MS,Mississippi,39451,GREENE,United States
12358,RICHTON,MS,Mississippi,39476,GREENE,United States
12359,ROLLING FORK,MS,Mississippi,39159,SHARKEY,United States
12360,FOREST,MS,Mississippi,39074,SCOTT,United States
12361,ABERDEEN,MS,Mississippi,39730,MONROE,United States
12362,CHARLESTON,MS,Mississippi,38921,TALLAHATCHIE,United States
12363,MONTICELLO,MS,Mississippi,39654,LAWRENCE,United States
12364,MACON,MS,Mississippi,39341,NOXUBEE,United States
12365,PONTOTOC,MS,Mississippi,38863,PONTOTOC,United States
12366,CENTREVILLE,MS,Mississippi,39631,WILKINSON,United States
12367,WINONA,MS,Mississippi,38967,MONTGOMERY,United States
12368,YAZOO CITY,MS,Mississippi,39194,YAZOO,United States
12369,CARTHAGE,MS,Mississippi,39051,LEAKE,United States
12370,QUITMAN,MS,Mississippi,39355,CLARKE,United States
12371,MENDENHALL,MS,Mississippi,39114,SIMPSON,United States
12372,RULEVILLE,MS,Mississippi,38771,SUNFLOWER,United States
12373,LEXINGTON,MS,Mississippi,39095,HOLMES,United States
12374,PORT GIBSON,MS,Mississippi,39150,CLAIBORNE,United States
12375,UNION,MS,Mississippi,39365,NESHOBA,United States
12376,MORTON,MS,Mississippi,39117,SCOTT,United States
12377,TYLERTOWN,MS,Mississippi,39667,WALTHALL,United States
12378,COLLINS,MS,Mississippi,39428,COVINGTON,United States
12379,PRENTISS,MS,Mississippi,39474,JEFFERSON DAVIS,United States
12380,HAZLEHURST,MS,Mississippi,39083,COPIAH,United States
12381,MEADVILLE,MS,Mississippi,39653,FRANKLIN,United States
12382,CALHOUN CITY,MS,Mississippi,38916,CALHOUN,United States
12383,POPLARVILLE,MS,Mississippi,39470,PEARL RIVER,United States
12384,ACKERMAN,MS,Mississippi,39735,CHOCTAW,United States
12385,DE KALB,MS,Mississippi,39328,KEMPER,United States
12386,KOSCIUSKO,MS,Mississippi,39090,ATTALA,United States
12387,RIPLEY,MS,Mississippi,38663,TIPPAH,United States
12388,MARKS,MS,Mississippi,38646,QUITMAN,United States
12389,PURVIS,MS,Mississippi,39475,LAMAR,United States
12390,TUPELO,MS,Mississippi,38804,LEE,United States
12391,GPT,MS,Mississippi,39503,HARRISON,United States
12392,JOPLIN,MO,Missouri,64804,JASPER,United States
12393,SAINT CHARLES,MO,Missouri,63301,ST. CHARLES,United States
12394,SAINT JOSEPH,MO,Missouri,64506,BUCHANAN,United States
12395,SEDALIA,MO,Missouri,65301,PETTIS,United States
12396,JEFFERSON CITY,MO,Missouri,65109,COLE,United States
12397,ROLLA,MO,Missouri,65401,PHELPS,United States
12398,SAINT LOUIS,MO,Missouri,63141,ST. LOUIS,United States
12399,KIRKSVILLE,MO,Missouri,63501,ADAIR,United States
12400,CRYSTAL CITY,MO,Missouri,63019,JEFFERSON,United States
12401,HOUSTON,MO,Missouri,65483,TEXAS,United States
12402,HANNIBAL,MO,Missouri,63401,MARION,United States
12403,KANSAS CITY,MO,Missouri,64132,JACKSON,United States
12404,Fort Leonard Wood,MO,Missouri,65473,PULASKI,United States
12405,SAINT LOUIS,MO,Missouri,63110,ST. LOUIS CITY,United States
12406,BUTLER,MO,Missouri,64730,BATES,United States
12407,SPRINGFIELD,MO,Missouri,65807,GREENE,United States
12408,KANSAS CITY,MO,Missouri,64108,JACKSON,United States
12409,KANSAS CITY,MO,Missouri,64128,JACKSON,United States
12410,WASHINGTON,MO,Missouri,63090,FRANKLIN,United States
12411,CAMERON,MO,Missouri,64429,CLINTON,United States
12412,LEBANON,MO,Missouri,65536,LACLEDE,United States
12413,NEVADA,MO,Missouri,64772,VERNON,United States
12414,KANSAS CITY,MO,Missouri,64154,PLATTE,United States
12415,SPRINGFIELD,MO,Missouri,65804,GREENE,United States
12416,COLUMBIA,MO,Missouri,65201,BOONE,United States
12417,HAYTI,MO,Missouri,63851,PEMISCOT,United States
12418,MOBERLY,MO,Missouri,65270,RANDOLPH,United States
12419,SAINT LOUIS,MO,Missouri,63128,ST. LOUIS,United States
12420,WEST PLAINS,MO,Missouri,65775,HOWELL,United States
12421,POPLAR BLUFF,MO,Missouri,63901,BUTLER,United States
12422,FENTON,MO,Missouri,63026,JEFFERSON,United States
12423,KANSAS CITY,MO,Missouri,64114,JACKSON,United States
12424,SAINT LOUIS,MO,Missouri,63117,ST. LOUIS,United States
12425,BRANSON,MO,Missouri,65615,TANEY,United States
12426,INDEPENDENCE,MO,Missouri,64057,JACKSON,United States
12427,NORTH KANSAS CITY,MO,Missouri,64116,CLAY,United States
12428,WARRENSBURG,MO,Missouri,64093,JOHNSON,United States
12429,ST. LOUIS,MO,Missouri,63106,ST. LOUIS,United States
12430,KANSAS CITY,MO,Missouri,64139,JACKSON,United States
12431,BRIDGETON,MO,Missouri,63044,ST. LOUIS,United States
12432,SAINT LOUIS,MO,Missouri,63104,ST. LOUIS CITY,United States
12433,SAINT LOUIS,MO,Missouri,63131,ST. LOUIS,United States
12434,CAPE GIRARDEAU,MO,Missouri,63701,CAPE GIRARDEAU,United States
12435,SIKESTON,MO,Missouri,63801,SCOTT,United States
12436,KANSAS CITY,MO,Missouri,64111,JACKSON,United States
12437,COLUMBIA,MO,Missouri,65212,BOONE,United States
12438,MARSHALL,MO,Missouri,65340,SALINE,United States
12439,DEXTER,MO,Missouri,63841,STODDARD,United States
12440,CREVE COEUR,MO,Missouri,63141,ST. LOUIS,United States
12441,FARMINGTON,MO,Missouri,63640,ST. FRANCOIS,United States
12442,CLINTON,MO,Missouri,64735,HENRY,United States
12443,ST LOUIS,MO,Missouri,63122,ST. LOUIS,United States
12444,LIBERTY,MO,Missouri,64068,CLAY,United States
12445,CHESTERFIELD,MO,Missouri,63017,ST. LOUIS,United States
12446,SAINT LOUIS,MO,Missouri,63136,ST. LOUIS,United States
12447,CAPE GIRARDEAU,MO,Missouri,63703,CAPE GIRARDEAU,United States
12448,OSAGE BEACH,MO,Missouri,65065,CAMDEN,United States
12449,LEES SUMMIT,MO,Missouri,64063,JACKSON,United States
12450,SAINT PETERS,MO,Missouri,63376,ST. CHARLES,United States
12451,BLUE SPRINGS,MO,Missouri,64014,JACKSON,United States
12452,BOLIVAR,MO,Missouri,65613,POLK,United States
12453,LAKE SAINT LOUIS,MO,Missouri,63367,ST. CHARLES,United States
12454,BELTON,MO,Missouri,64012,CASS,United States
12455,LEES SUMMIT,MO,Missouri,64086,JACKSON,United States
12456,OFALLON,MO,Missouri,63368,ST. CHARLES,United States
12457,BONNE TERRE,MO,Missouri,63628,ST. FRANCOIS,United States
12458,APPLETON CITY,MO,Missouri,64724,ST. CLAIR,United States
12459,FREDERICKTOWN,MO,Missouri,63645,MADISON,United States
12460,FAIRFAX,MO,Missouri,64446,ATCHISON,United States
12461,UNIONVILLE,MO,Missouri,63565,PUTNAM,United States
12462,MILAN,MO,Missouri,63556,SULLIVAN,United States
12463,BROOKFIELD,MO,Missouri,64628,LINN,United States
12464,POTOSI,MO,Missouri,63664,WASHINGTON,United States
12465,TRENTON,MO,Missouri,64683,GRUNDY,United States
12466,MEMPHIS,MO,Missouri,63555,SCOTLAND,United States
12467,PERRYVILLE,MO,Missouri,63775,PERRY,United States
12468,BETHANY,MO,Missouri,64424,HARRISON,United States
12469,MACON,MO,Missouri,63552,MACON,United States
12470,HERMANN,MO,Missouri,65041,GASCONADE,United States
12471,AURORA,MO,Missouri,65605,LAWRENCE,United States
12472,CASSVILLE,MO,Missouri,65625,BARRY,United States
12473,SALEM,MO,Missouri,65560,DENT,United States
12474,TROY,MO,Missouri,63379,LINCOLN,United States
12475,LEXINGTON,MO,Missouri,64067,LAFAYETTE,United States
12476,CHILLICOTHE,MO,Missouri,64601,LIVINGSTON,United States
12477,EXCELSIOR SPRINGS,MO,Missouri,64024,CLAY,United States
12478,EL DORADO SPRINGS,MO,Missouri,64744,CEDAR,United States
12479,HARRISONVILLE,MO,Missouri,64701,CASS,United States
12480,LAMAR,MO,Missouri,64759,BARTON,United States
12481,RICHMOND,MO,Missouri,64085,RAY,United States
12482,ALBANY,MO,Missouri,64402,GENTRY,United States
12483,MONETT,MO,Missouri,65708,BARRY,United States
12484,SAINTE GENEVIEVE,MO,Missouri,63670,STE. GENEVIEVE,United States
12485,NEOSHO,MO,Missouri,64850,NEWTON,United States
12486,CARROLLTON,MO,Missouri,64633,CARROLL,United States
12487,LOUISIANA,MO,Missouri,63353,PIKE,United States
12488,MOUNTAIN VIEW,MO,Missouri,65548,HOWELL,United States
12489,PILOT KNOB,MO,Missouri,63663,IRON,United States
12490,SULLIVAN,MO,Missouri,63080,FRANKLIN,United States
12491,CARTHAGE,MO,Missouri,64836,JASPER,United States
12492,MARYVILLE,MO,Missouri,64468,NODAWAY,United States
12493,MARYLAND HEIGHTS,MO,Missouri,63043,ST. LOUIS,United States
12494,FULTON,MO,Missouri,65251,CALLAWAY,United States
12495,SAINT JOSEPH,MO,Missouri,64502,BUCHANAN,United States
12496,SAINT LOUIS,MO,Missouri,63139,ST. LOUIS,United States
12497,SAINT CHARLES,MO,Missouri,63304,ST. CHARLES,United States
12498,WINDSOR,MO,Missouri,65360,HENRY,United States
12499,SPRINGFIELD,MO,Missouri,65806,GREENE,United States
12500,COLUMBIA,MO,Missouri,65202,BOONE,United States
12501,SPRINGFIELD,MO,Missouri,65803,GREENE,United States
12502,HELENA,MT,Montana,59601,LEWIS AND CLARK,United States
12503,BILLINGS,MT,Montana,59101,YELLOWSTONE,United States
12504,GREAT FALLS,MT,Montana,59405,CASCADE,United States
12505,MISSOULA,MT,Montana,59802,MISSOULA,United States
12506,BUTTE,MT,Montana,59701,SILVER BOW,United States
12507,MISSOULA,MT,Montana,59804,MISSOULA,United States
12508,FORT HARRISON,MT,Montana,59636,LEWIS AND CLARK,United States
12509,BILLINGS,MT,Montana,59107,YELLOWSTONE,United States
12510,KALISPELL,MT,Montana,59901,FLATHEAD,United States
12511,BOZEMAN,MT,Montana,59715,GALLATIN,United States
12512,BROWNING,MT,Montana,59417,GLACIER,United States
12513,POPLAR,MT,Montana,59255,ROOSEVELT,United States
12514,BAKER,MT,Montana,59313,FALLON,United States
12515,EKALAKA,MT,Montana,59324,CARTER,United States
12516,PHILIPSBURG,MT,Montana,59858,GRANITE,United States
12517,FORT BENTON,MT,Montana,59442,CHOUTEAU,United States
12518,CIRCLE,MT,Montana,59215,MCCONE,United States
12519,WHITE SULPHUR SPRING,MT,Montana,59645,MEAGHER,United States
12520,CHOTEAU,MT,Montana,59422,TETON,United States
12521,CULBERTSON,MT,Montana,59218,ROOSEVELT,United States
12522,TERRY,MT,Montana,59349,PRAIRIE,United States
12523,JORDAN,MT,Montana,59337,GARFIELD,United States
12524,BIG SANDY,MT,Montana,59520,CHOUTEAU,United States
12525,MALTA,MT,Montana,59538,PHILLIPS,United States
12526,BIG TIMBER,MT,Montana,59011,SWEET GRASS,United States
12527,DEER LODGE,MT,Montana,59722,POWELL,United States
12528,HARLEM,MT,Montana,59526,BLAINE,United States
12529,GLASGOW,MT,Montana,59230,VALLEY,United States
12530,LIVINGSTON,MT,Montana,59047,PARK,United States
12531,DILLON,MT,Montana,59725,BEAVERHEAD,United States
12532,SHERIDAN,MT,Montana,59749,MADISON,United States
12533,LIBBY,MT,Montana,59923,LINCOLN,United States
12534,HARLOWTON,MT,Montana,59036,WHEATLAND,United States
12535,PLENTYWOOD,MT,Montana,59254,SHERIDAN,United States
12536,PLAINS,MT,Montana,59859,SANDERS,United States
12537,CONRAD,MT,Montana,59425,PONDERA,United States
12538,RONAN,MT,Montana,59864,LAKE,United States
12539,RED LODGE,MT,Montana,59068,CARBON,United States
12540,FORSYTH,MT,Montana,59327,ROSEBUD,United States
12541,SHELBY,MT,Montana,59474,TOOLE,United States
12542,ENNIS,MT,Montana,59729,MADISON,United States
12543,COLUMBUS,MT,Montana,59019,STILLWATER,United States
12544,SUPERIOR,MT,Montana,59872,MINERAL,United States
12545,GLENDIVE,MT,Montana,59330,DAWSON,United States
12546,TOWNSEND,MT,Montana,59644,BROADWATER,United States
12547,CHESTER,MT,Montana,59522,LIBERTY,United States
12548,ANACONDA,MT,Montana,59711,DEER LODGE,United States
12549,WHITEFISH,MT,Montana,59937,FLATHEAD,United States
12550,CUT BANK,MT,Montana,59427,GLACIER,United States
12551,HARDIN,MT,Montana,59034,BIG HORN,United States
12552,CROW AGENCY,MT,Montana,59022,BIG HORN,United States
12553,HAMILTON,MT,Montana,59840,RAVALLI,United States
12554,WOLF POINT,MT,Montana,59201,ROOSEVELT,United States
12555,SCOBEY,MT,Montana,59263,DANIELS,United States
12556,POLSON,MT,Montana,59860,LAKE,United States
12557,SIDNEY,MT,Montana,59270,RICHLAND,United States
12558,LEWISTOWN,MT,Montana,59457,FERGUS,United States
12559,ROUNDUP,MT,Montana,59072,MUSSELSHELL,United States
12560,MILES CITY,MT,Montana,59301,CUSTER,United States
12561,HAVRE,MT,Montana,59501,HILL,United States
12562,BIG SKY,MT,Montana,59716,GALLATIN,United States
12563,LINCOLN,NE,Nebraska,68506,LANCASTER,United States
12564,KEARNEY,NE,Nebraska,68848,BUFFALO,United States
12565,OMAHA,NE,Nebraska,68198,DOUGLAS,United States
12566,LINCOLN,NE,Nebraska,68510,LANCASTER,United States
12567,GRAND ISLAND,NE,Nebraska,68803,HALL,United States
12568,HASTINGS,NE,Nebraska,68901,ADAMS,United States
12569,OMAHA,NE,Nebraska,68114,DOUGLAS,United States
12570,WINNEBAGO,NE,Nebraska,68071,THURSTON,United States
12571,OMAHA,NE,Nebraska,68124,DOUGLAS,United States
12572,SCOTTSBLUFF,NE,Nebraska,69361,SCOTT BLUFF,United States
12573,NORTH PLATTE,NE,Nebraska,69101,LINCOLN,United States
12574,OMAHA,NE,Nebraska,68105,DOUGLAS,United States
12575,FREMONT,NE,Nebraska,68025,DODGE,United States
12576,OMAHA,NE,Nebraska,68122,DOUGLAS,United States
12577,PAPILLION,NE,Nebraska,68046,SARPY,United States
12578,COLUMBUS,NE,Nebraska,68601,PLATTE,United States
12579,NORFOLK,NE,Nebraska,68701,MADISON,United States
12580,LINCOLN,NE,Nebraska,68526,LANCASTER,United States
12581,OMAHA,NE,Nebraska,68144,DOUGLAS,United States
12582,OMAHA,NE,Nebraska,68130,DOUGLAS,United States
12583,BELLEVUE,NE,Nebraska,68123,SARPY,United States
12584,KEARNEY,NE,Nebraska,68845,BUFFALO,United States
12585,FRIEND,NE,Nebraska,68359,SALINE,United States
12586,ALMA,NE,Nebraska,68920,HARLAN,United States
12587,GENEVA,NE,Nebraska,68361,FILLMORE,United States
12588,PAWNEE CITY,NE,Nebraska,68420,PAWNEE,United States
12589,LYNCH,NE,Nebraska,68746,BOYD,United States
12590,HEBRON,NE,Nebraska,68370,THAYER,United States
12591,KIMBALL,NE,Nebraska,69145,KIMBALL,United States
12592,MINDEN,NE,Nebraska,68959,KEARNEY,United States
12593,WAHOO,NE,Nebraska,68066,SAUNDERS,United States
12594,HENDERSON,NE,Nebraska,68371,YORK,United States
12595,SYRACUSE,NE,Nebraska,68446,OTOE,United States
12596,OSHKOSH,NE,Nebraska,69154,GARDEN,United States
12597,FRANKLIN,NE,Nebraska,68939,FRANKLIN,United States
12598,GENOA,NE,Nebraska,68640,PLATTE,United States
12599,GOTHENBURG,NE,Nebraska,69138,DAWSON,United States
12600,OSCEOLA,NE,Nebraska,68651,POLK,United States
12601,SUPERIOR,NE,Nebraska,68978,NUCKOLLS,United States
12602,RED CLOUD,NE,Nebraska,68970,WEBSTER,United States
12603,BRIDGEPORT,NE,Nebraska,69336,MORRILL,United States
12604,FAIRBURY,NE,Nebraska,68352,JEFFERSON,United States
12605,AURORA,NE,Nebraska,68818,HAMILTON,United States
12606,WEST POINT,NE,Nebraska,68788,CUMING,United States
12607,SCHUYLER,NE,Nebraska,68661,COLFAX,United States
12608,AUBURN,NE,Nebraska,68305,NEMAHA,United States
12609,AINSWORTH,NE,Nebraska,69210,BROWN,United States
12610,NELIGH,NE,Nebraska,68756,ANTELOPE,United States
12611,COZAD,NE,Nebraska,69130,DAWSON,United States
12612,CENTRAL CITY,NE,Nebraska,68826,MERRICK,United States
12613,O' NEILL,NE,Nebraska,68763,HOLT,United States
12614,CREIGHTON,NE,Nebraska,68729,KNOX,United States
12615,DAVID CITY,NE,Nebraska,68632,BUTLER,United States
12616,BASSETT,NE,Nebraska,68714,HOLT,United States
12617,ALBION,NE,Nebraska,68620,BOONE,United States
12618,CALLAWAY,NE,Nebraska,68825,CUSTER,United States
12619,YORK,NE,Nebraska,68467,YORK,United States
12620,ST PAUL,NE,Nebraska,68873,HOWARD,United States
12621,SEWARD,NE,Nebraska,68434,SEWARD,United States
12622,BENKELMAN,NE,Nebraska,69021,DUNDY,United States
12623,CHADRON,NE,Nebraska,69337,DAWES,United States
12624,NEBRASKA CITY,NE,Nebraska,68410,OTOE,United States
12625,ATKINSON,NE,Nebraska,68713,HOLT,United States
12626,VALENTINE,NE,Nebraska,69201,CHERRY,United States
12627,WAYNE,NE,Nebraska,68787,WAYNE,United States
12628,PLAINVIEW,NE,Nebraska,68769,PIERCE,United States
12629,OSMOND,NE,Nebraska,68765,PIERCE,United States
12630,CAMBRIDGE,NE,Nebraska,69022,FURNAS,United States
12631,PENDER,NE,Nebraska,68047,THURSTON,United States
12632,TECUMSEH,NE,Nebraska,68450,JOHNSON,United States
12633,IMPERIAL,NE,Nebraska,69033,CHASE,United States
12634,FALLS CITY,NE,Nebraska,68355,RICHARDSON,United States
12635,ORD,NE,Nebraska,68862,VALLEY,United States
12636,CRETE,NE,Nebraska,68333,SALINE,United States
12637,OGALLALA,NE,Nebraska,69153,KEITH,United States
12638,GRANT,NE,Nebraska,69140,PERKINS,United States
12639,SIDNEY,NE,Nebraska,69162,CHEYENNE,United States
12640,GORDON,NE,Nebraska,69343,SHERIDAN,United States
12641,BLAIR,NE,Nebraska,68008,WASHINGTON,United States
12642,ALLIANCE,NE,Nebraska,69301,BOX BUTTE,United States
12643,LEXINGTON,NE,Nebraska,68850,DAWSON,United States
12644,HOLDREGE,NE,Nebraska,68949,PHELPS,United States
12645,MCCOOK,NE,Nebraska,69001,RED WILLOW,United States
12646,BEATRICE,NE,Nebraska,68310,GAGE,United States
12647,BROKEN BOW,NE,Nebraska,68822,CUSTER,United States
12648,BOYS TOWN,NE,Nebraska,68010,DOUGLAS,United States
12649,LINCOLN,NE,Nebraska,68522,LANCASTER,United States
12650,RENO,NV,Nevada,89502,WASHOE,United States
12651,LAS VEGAS,NV,Nevada,89109,CLARK,United States
12652,NORTH LAS VEGAS,NV,Nevada,89030,CLARK,United States
12653,LAS VEGAS,NV,Nevada,89102,CLARK,United States
12654,ELKO,NV,Nevada,89801,ELKO,United States
12655,RENO,NV,Nevada,89503,WASHOE,United States
12656,HENDERSON,NV,Nevada,89015,CLARK,United States
12657,CARSON CITY,NV,Nevada,89703,CARSON CITY,United States
12658,Nellis AFB,NV,Nevada,89191,CLARK,United States
12659,LAS VEGAS,NV,Nevada,89106,CLARK,United States
12660,SPARKS,NV,Nevada,89434,WASHOE,United States
12661,LAS VEGAS,NV,Nevada,89128,CLARK,United States
12662,LAS VEGAS,NV,Nevada,89144,CLARK,United States
12663,LAS VEGAS,NV,Nevada,89119,CLARK,United States
12664,HENDERSON,NV,Nevada,89052,CLARK,United States
12665,LAS VEGAS,NV,Nevada,89118,CLARK,United States
12666,LAS VEGAS,NV,Nevada,89148,CLARK,United States
12667,RENO,NV,Nevada,89521,WASHOE,United States
12668,N. LAS VEGAS,NV,Nevada,89086,CLARK,United States
12669,LAS VEGAS,NV,Nevada,89113,CLARK,United States
12670,LAS VEGAS,NV,Nevada,89149,CLARK,United States
12671,HENDERSON,NV,Nevada,89011,CLARK,United States
12672,NORTH LAS VEGAS,NV,Nevada,89031,CLARK,United States
12673,HAWTHORNE,NV,Nevada,89415,MINERAL,United States
12674,INCLINE VILLAGE,NV,Nevada,89451,WASHOE,United States
12675,ELY,NV,Nevada,89301,WHITE PINE,United States
12676,BATTE MTN,NV,Nevada,89820,LANDER,United States
12677,LOVELOCK,NV,Nevada,89419,PERSHING,United States
12678,GARDNERVILLE,NV,Nevada,89410,DOUGLAS,United States
12679,MESQUITE,NV,Nevada,89027,CLARK,United States
12680,WINNEMUCCA,NV,Nevada,89445,HUMBOLDT,United States
12681,BOULDER CITY,NV,Nevada,89005,CLARK,United States
12682,PAHRUMP,NV,Nevada,89048,NYE,United States
12683,CALIENTE,NV,Nevada,89008,LINCOLN,United States
12684,FALLON,NV,Nevada,89406,CHURCHILL,United States
12685,YERINGTON,NV,Nevada,89447,LYON,United States
12686,SPARKS,NV,Nevada,89431,WASHOE,United States
12687,LAS VEGAS,NV,Nevada,89146,CLARK,United States
12688,LAS VEGAS,NV,Nevada,89117,CLARK,United States
12689,RENO,NV,Nevada,89511,WASHOE,United States
12690,LAS VEGAS,NV,Nevada,89103,CLARK,United States
12691,CONCORD,NH,New Hampshire,3301,MERRIMACK,United States
12692,LEBANON,NH,New Hampshire,3756,GRAFTON,United States
12693,LACONIA,NH,New Hampshire,3246,BELKNAP,United States
12694,NASHUA,NH,New Hampshire,3060,HILLSBOROUGH,United States
12695,MANCHESTER,NH,New Hampshire,3103,HILLSBOROUGH,United States
12696,ROCHESTER,NH,New Hampshire,3867,STRAFFORD,United States
12697,DERRY,NH,New Hampshire,3038,ROCKINGHAM,United States
12698,DOVER,NH,New Hampshire,3820,STRAFFORD,United States
12699,KEENE,NH,New Hampshire,3431,CHESHIRE,United States
12700,EXETER,NH,New Hampshire,3833,ROCKINGHAM,United States
12701,PORTSMOUTH,NH,New Hampshire,3801,ROCKINGHAM,United States
12702,MANCHESTER,NH,New Hampshire,3102,HILLSBOROUGH,United States
12703,COLEBROOK,NH,New Hampshire,3576,COOS,United States
12704,WOODSVILLE,NH,New Hampshire,3785,GRAFTON,United States
12705,LITTLETON,NH,New Hampshire,3561,GRAFTON,United States
12706,LANCASTER,NH,New Hampshire,3584,COOS,United States
12707,NEW LONDON,NH,New Hampshire,3257,MERRIMACK,United States
12708,LEBANON,NH,New Hampshire,3766,GRAFTON,United States
12709,FRANKLIN,NH,New Hampshire,3235,MERRIMACK,United States
12710,NORTH CONWAY,NH,New Hampshire,3860,CARROLL,United States
12711,CLAREMONT,NH,New Hampshire,3743,SULLIVAN,United States
12712,PETERBOROUGH,NH,New Hampshire,3458,HILLSBOROUGH,United States
12713,BERLIN,NH,New Hampshire,3570,COOS,United States
12714,PLYMOUTH,NH,New Hampshire,3264,GRAFTON,United States
12715,WOLFEBORO,NH,New Hampshire,3894,CARROLL,United States
12716,HAMPSTEAD,NH,New Hampshire,3841,ROCKINGHAM,United States
12717,HACKENSACK,NJ,New Jersey,7601,BERGEN,United States
12718,NEWARK,NJ,New Jersey,7112,ESSEX,United States
12719,NORTH BERGEN,NJ,New Jersey,7047,HUDSON,United States
12720,FLEMINGTON,NJ,New Jersey,8822,HUNTERDON,United States
12721,PASSAIC,NJ,New Jersey,7055,PASSAIC,United States
12722,TEANECK,NJ,New Jersey,7666,BERGEN,United States
12723,BELLEVILLE,NJ,New Jersey,7109,ESSEX,United States
12724,PLAINSBORO,NJ,New Jersey,8536,MIDDLESEX,United States
12725,CAPE MAY COURT HOUSE,NJ,New Jersey,8210,CAPE MAY,United States
12726,PARAMUS,NJ,New Jersey,7652,BERGEN,United States
12727,CAMDEN,NJ,New Jersey,8103,CAMDEN,United States
12728,MORRISTOWN,NJ,New Jersey,7962,MORRIS,United States
12729,JERSEY CITY,NJ,New Jersey,7306,HUDSON,United States
12730,POMPTON PLAINS,NJ,New Jersey,7444,MORRIS,United States
12731,PATERSON,NJ,New Jersey,7503,PASSAIC,United States
12732,EAST ORANGE,NJ,New Jersey,7018,ESSEX,United States
12733,VOORHEES,NJ,New Jersey,8043,CAMDEN,United States
12734,RAHWAY,NJ,New Jersey,7065,UNION,United States
12735,BAYONNE,NJ,New Jersey,7002,HUDSON,United States
12736,ELIZABETH,NJ,New Jersey,7207,UNION,United States
12737,NEWTON,NJ,New Jersey,7860,SUSSEX,United States
12738,BROWNS MILLS,NJ,New Jersey,8015,BURLINGTON,United States
12739,VINELAND,NJ,New Jersey,8360,CUMBERLAND,United States
12740,RED BANK,NJ,New Jersey,7701,MONMOUTH,United States
12741,NEW BRUNSWICK,NJ,New Jersey,8901,MIDDLESEX,United States
12742,PERTH AMBOY,NJ,New Jersey,8861,MIDDLESEX,United States
12743,HOBOKEN,NJ,New Jersey,7030,HUDSON,United States
12744,TOMS RIVER,NJ,New Jersey,8755,OCEAN,United States
12745,PENNINGTON,NJ,New Jersey,8534,MERCER,United States
12746,ENGLEWOOD,NJ,New Jersey,7631,BERGEN,United States
12747,SOMERS POINT,NJ,New Jersey,8244,ATLANTIC,United States
12748,SOMERVILLE,NJ,New Jersey,8876,SOMERSET,United States
12749,DENVILLE,NJ,New Jersey,7834,MORRIS,United States
12750,SUMMIT,NJ,New Jersey,7901,UNION,United States
12751,BRICK,NJ,New Jersey,8724,OCEAN,United States
12752,MONTCLAIR,NJ,New Jersey,7042,ESSEX,United States
12753,MOUNT HOLLY,NJ,New Jersey,8060,BURLINGTON,United States
12754,PHILLIPSBURG,NJ,New Jersey,8865,WARREN,United States
12755,WILLINGBORO,NJ,New Jersey,8046,BURLINGTON,United States
12756,ATLANTIC CITY,NJ,New Jersey,8401,ATLANTIC,United States
